message_id,subject,content,n_words,clean_content,n_words_clean
<17295259.1075842773607.JavaMail.evans@thyme>,Transco Guaranty,"John,  Attached is the Transco guaranty with further revisions.  The 
following items of note were revised.

1.  Transco added language stating that this is a performance guaranty.  
Enron will only provide a payment guaranty.  Enron does not have the means to 
ensure performance by the LLC.  Thus the language needs to clearly identify 
that this is a payment guaranty.  As long as Transco gets paid for the 
transport, I am not sure why this matters.

2.  Transco would be able to collect interest for late payments under their 
tariff.  Putting late payment interest in the guaranty would give Transco the 
ability to recover double interest on late payments.  Thus, the interest 
language in the guaranty was removed.  

Please review the revised guaranty.  I would be happy to discuss these issues 
with Transco's attorney's at their convenience.  Let me know if you have any 
questions.  Thanks.",145,"John,  Attached is the Transco guaranty with further revisions.  The 
following items of note were revised.

1.  Transco added language stating that this is a performance guaranty.  
Enron will only provide a payment guaranty.  Enron does not have the means to 
ensure performance by the LLC.  Thus the language needs to clearly identify 
that this is a payment guaranty.  As long as Transco gets paid for the 
transport, I am not sure why this matters.

2.  Transco would be able to collect interest for late payments under their 
tariff.  Putting late payment interest in the guaranty would give Transco the 
ability to recover double interest on late payments.  Thus, the interest 
language in the guaranty was removed.  

Please review the revised guaranty.  I would be happy to discuss these issues 
with Transco's attorney's at their convenience.  Let me know if you have any 
questions.  Thanks.",145
<24504993.1075851672904.JavaMail.evans@thyme>,Charges,"Andy,

When you have some time, can we get together on the circumstances under which 
we should charge a business unit for the addition of a new Product Type?

I'm thinking specifically of the units which do receive a cost allocation, 
but are adding products which in our opinion are of questionable economic 
benefit.

These could be charged in accordance with our current price schedule. i.e. 
new Product Types added to existing businesses could be charged the 
incremental setup fees.  New Businesses would be the 250K.

If the Product Type is of clear benefit (e.g. Options for US Gas and for the 
guys we are training this week), then the costs would be part of next year's 
allocation.

What do you think?

Dave",123,"Andy,

When you have some time, can we get together on the circumstances under which 
we should charge a business unit for the addition of a new Product Type?

I'm thinking specifically of the units which do receive a cost allocation, 
but are adding products which in our opinion are of questionable economic 
benefit.

These could be charged in accordance with our current price schedule. i.e. 
new Product Types added to existing businesses could be charged the 
incremental setup fees.  New Businesses would be the 250K.

If the Product Type is of clear benefit (e.g. Options for US Gas and for the 
guys we are training this week), then the costs would be part of next year's 
allocation.

What do you think?

Dave",123
<10582679.1075859916611.JavaMail.evans@thyme>,Mission Energy : Legal Issues,"I spoke to Mark Taylor today and here's what he said about quoting names on 
Mission:

1. It is generally more liberal to quote off-line than online.
2. It is very easy to quote when we are showing one price for a basket of 
names. As long as all names are equally divided. In fact legal team would 
have no objection if there are 10-15 names in the group and they are all 
equally weighted in exoposure.
3. As far as the specific list is concerned, he will get back with us with 
coments shortly.

Ted:
Please let me know who will be replacing you on this deal once you rotate (if 
you are rotating)
Also, do you have any indications on the weightage of each counter-party in 
the list.

Thanks and Regards
Moazzam",134,"I spoke to Mark Taylor today and here's what he said about quoting names on 
Mission:

1. It is generally more liberal to quote off-line than online.
2. It is very easy to quote when we are showing one price for a basket of 
names. As long as all names are equally divided. In fact legal team would 
have no objection if there are 10-15 names in the group and they are all 
equally weighted in exoposure.
3. As far as the specific list is concerned, he will get back with us with 
coments shortly.

Ted:
Please let me know who will be replacing you on this deal once you rotate (if 
you are rotating)
Also, do you have any indications on the weightage of each counter-party in 
the list.

Thanks and Regards
Moazzam",134
<24240242.1075860883210.JavaMail.evans@thyme>,RE: Additional Cost Estimate - Sun Devil Project,"John
I am surprised that you interpret this is a new request.
From day 1, ETS has been responsible for preparing a Level B estimate for the Sun Devil project.
What I would like your group to do is come up with a cost estimate for all work related to the environmentsl aspect of the project from today through to completion of the project. i.e a Jan, 2004 in service date
Timewise, I would lime a first pass estimate by Sept 21, a second pass estimate by Sept 26, and the final complete estimate by Sept 28
Please call me if unclear and so that we can discuss.
Thanks

 -----Original Message-----
From: 	Shafer, John  
Sent:	Monday, September 17, 2001 6:24 PM
To:	Campbell, Larry; 'spatti@ENSR.com'
Cc:	Kendrick, William; Cebryk, Doug; Hyatt, Kevin; 'jschmidt@ENSR.com'; Jensen, Ruth
Subject:	Additional Cost Estimate - Sun Devil Project
Importance:	High

Larry and Scott,
Doug Cebryk, Project Manager for the Sun Devil Project has requested that we furnish a more complete cost estimate (Level B) which would take the Environmental costs through the post construction phase.  Another words, take the budget you have furnished which was through the FERC filing phase and extrapolate additional environmental costs for processing the filing, obtaining the permits, environmental third party inspecting costs during construction and mitigation.  That must be given to Doug Cebryk by COB on Friday, September 21.  This will include all air permit costs.  If you have any questions, please give me a call.  John",247,"John
I am surprised that you interpret this is a new request.
From day 1, ETS has been responsible for preparing a Level B estimate for the Sun Devil project.
What I would like your group to do is come up with a cost estimate for all work related to the environmentsl aspect of the project from today through to completion of the project. i.e a Jan, 2004 in service date
Timewise, I would lime a first pass estimate by Sept 21, a second pass estimate by Sept 26, and the final complete estimate by Sept 28
Please call me if unclear and so that we can discuss.
Thanks",109
<5285633.1075847002201.JavaMail.evans@thyme>,Food/agricultural counterparties,"From time to time, we trade with counterparties that are food companies (e.g. 
Quaker Oats) or agribusinesses (e.g. Cargill) or other companies somehow 
related to the agriculture business.   Please assign all confirms, ISDAs and 
other contracts for any such companies to me for review/drafting/negotiation.

There may be situations where someone other than me is a more appropriate 
choice, and we will handle this on a case-by-case basis.  But as a general 
rule, Mark and I have agreed that it would be a good idea for me to handle 
food/agriculture counterparties from here on out.

Also on a general vein, if any of you become aware of any kind of transaction 
Enron is doing with a food/agriculture company, please bring it to my 
attention.

Thanks -- Bob


Robert E. Bruce
Senior Counsel
Enron North America Corp.
T (713) 345-7780
F (713) 646-3393
robert.bruce@enron.com",142,"From time to time, we trade with counterparties that are food companies (e.g. 
Quaker Oats) or agribusinesses (e.g. Cargill) or other companies somehow 
related to the agriculture business.   Please assign all confirms, ISDAs and 
other contracts for any such companies to me for review/drafting/negotiation.

There may be situations where someone other than me is a more appropriate 
choice, and we will handle this on a case-by-case basis.  But as a general 
rule, Mark and I have agreed that it would be a good idea for me to handle 
food/agriculture counterparties from here on out.

Also on a general vein, if any of you become aware of any kind of transaction 
Enron is doing with a food/agriculture company, please bring it to my 
attention.

Thanks  Bob


Robert E. Bruce
Senior Counsel
Enron North America Corp.
T (713) 345-7780
F (713) 646-3393
robert.bruce@enron.com",141
<22086344.1075852852812.JavaMail.evans@thyme>,RE: CalPeak Power RFP - Shortlist,"Kim -

A couple of thoughts regarding Charles Hinckley's email and your pending trip to San Diego:

1.  I have scoured all of United Technologies' filings and even their website.  I found exactly ZERO references to CalPeak Power, LLC.  I'm not saying that CalPeak ISN'T a wholly-owned subsidiary of United Technologies, but I find it strange that I can't find anything on CalPeak in United's filings/online info.  

2.  If CalPeak is indeed a subsidiary and WILL guarantee CalPeak's obligations, then we are in great shape.  United Technologies is A+ rated, with lots of liquidity available in the form of unused lines of credit.

3.  If CalPeak will not benefit from a United Technologies guaranty, then we definitely need to see their financials/management notes.

Will they send you the financials/notes before you leave for San Diego?


JRW

 -----Original Message-----
From: 	Ward, Kim  
Sent:	Monday, April 02, 2001 2:14 PM
To:	Williams, Jason R.
Cc:	Tycholiz, Barry
Subject:	Re: CalPeak Power RFP - Shortlist

J. -

What's your take on this?  They want to meet with me on friday in San Diego to discuss a potential deal as we were short listed on the RFP to supply gas to the Calpeak power plants.  If we can't get credit established and contracts in their hands, I don't know if we want to waste our time - or money.  Let me know what you think ASAP.

Thanks,

Kim 


---------------------- Forwarded by Kim Ward/HOU/ECT on 04/02/2001 03:09 PM ---------------------------

 
""Charles Hinckley"" <cch@cchinckley.com> on 04/02/2001 12:07:54 PM
To:	<Kim.Ward@enron.com>, <adonnell@prmllp.com>
cc:	""Lyons, Mark"" <mhlyons@earthlink.net> 
Subject:	Re: CalPeak Power RFP - Shortlist


CalPeak Power, LLC is a project company and is now a wholly owned subisdiary
of Untited Technologies Corporation (NYSE: UTC).  UTC information is
available at www.utc.com, and from the commercial rating services.

It is not invisioned that CalPeak will benifit from an absolute gurantee
from UTC; however, some credit suport mechanism will be built into the
project and into the fuel supply agreements.

Chuck


----- Original Message -----
From: <Kim.Ward@enron.com>
To: <adonnell@prmllp.com>
Cc: <cch@cchinckley.com>
Sent: Monday, April 02, 2001 2:39 PM
Subject: Re: CalPeak Power RFP - Shortlist


>
> Ann,
>
> I just spoke with Jay Williams from our credit department and he only
needs
> CalPeak's latest audited financial statements with management notes.  Any
> additional information that helps us understand the company and how it is
> set up will be helpful.  Sending this information overnight will probobly
> be our best bet.  My address is as follows:
>
> 1400 Smith Street, EB3206a
> Houston, TX  77002
>
> Also, Jay's phone number is 713-345-3923.  Let me know if you have any
> questions.
>
> Thanks,
>
> Kim
>
>
>
>
>




<Embedded Picture (Device Independent Bitmap)>",460,"Kim -

A couple of thoughts regarding Charles Hinckley's email and your pending trip to San Diego:

1.  I have scoured all of United Technologies' filings and even their website.  I found exactly ZERO references to CalPeak Power, LLC.  I'm not saying that CalPeak ISN'T a wholly-owned subsidiary of United Technologies, but I find it strange that I can't find anything on CalPeak in United's filings/online info.  

2.  If CalPeak is indeed a subsidiary and WILL guarantee CalPeak's obligations, then we are in great shape.  United Technologies is A+ rated, with lots of liquidity available in the form of unused lines of credit.

3.  If CalPeak will not benefit from a United Technologies guaranty, then we definitely need to see their financials/management notes.

Will they send you the financials/notes before you leave for San Diego?


JRW",136
<8955712.1075846937794.JavaMail.evans@thyme>,Valero Gas Marketing L.P.,"Hi Tana,

I need to know where crude/liquids financial trades for  Valero should be 
traded under.    I was reading the comments on Lotus Notes, and it seems that 
there was an assignment from Valero Gas Marketing L.P. to Valero Marketing & 
Supply Company;  then it seems that the natural gas financial  trades were 
assigned to PG&E.   Can you please check on this.  If the information on 
Lotus Notes is correct please change the ""Executed Master Agreeements"" list 
to read Valero Marketing & Supply Company (for crude/liquids trades).  
Currently the list reads Valero Gas Marketing L.P.

Thanks for your assistance,

Nidia
x3-4868
Credit Staff",103,"Hi Tana,

I need to know where crude/liquids financial trades for  Valero should be 
traded under.    I was reading the comments on Lotus Notes, and it seems that 
there was an assignment from Valero Gas Marketing L.P. to Valero Marketing & 
Supply Company;  then it seems that the natural gas financial  trades were 
assigned to PG&E.   Can you please check on this.  If the information on 
Lotus Notes is correct please change the ""Executed Master Agreeements"" list 
to read Valero Marketing & Supply Company (for crude/liquids trades).  
Currently the list reads Valero Gas Marketing L.P.

Thanks for your assistance,

Nidia
x3-4868
Credit Staff",103
<1050850.1075852290304.JavaMail.evans@thyme>,"Rescheduled Dates for PROS 9th Annual Pricing & Revenue
 Optimization Conference","World events and resulting airline-industry actions have led us to reconsider the timing of our annual forum. To allow participants to focus on what needs to be done in the recovery from September 11, and to avoid distraction, we have decided to reschedule our Annual Pricing and Revenue Optimization Conference -- originally scheduled during the week of November 4-8, 2001 -- to March 3-7, 2002.

With the four-month delay, we respectfully request that you renew all current conference registrations.  We will continue to communicate news of the conference through e-mail and via our website www.prosRM.com.   We welcome your participation and look forward to seeing you at the event.

Please do not hesitate to contact us if you need assistance.  

Best Regards,


Andrea Balfour
Conference Coordinator
PROS Revenue Management",128,"World events and resulting airline-industry actions have led us to reconsider the timing of our annual forum. To allow participants to focus on what needs to be done in the recovery from September 11, and to avoid distraction, we have decided to reschedule our Annual Pricing and Revenue Optimization Conference  originally scheduled during the week of November 4-8, 2001  to March 3-7, 2002.

With the four-month delay, we respectfully request that you renew all current conference registrations.  We will continue to communicate news of the conference through e-mail and via our website www.prosRM.com.   We welcome your participation and look forward to seeing you at the event.

Please do not hesitate to contact us if you need assistance.  

Best Regards,


Andrea Balfour
Conference Coordinator
PROS Revenue Management",126
<12625503.1075842192536.JavaMail.evans@thyme>,RE: EEI Cover Sheet,"Carol,

In response to your questions:

#1:  legal is fine.  done.
#2:  I'm fine w/that also.  Its basically saying the same thing as the ISDA.  
done.
#3:  I'm fine w/excluding the Joint Powers Agency (take or pay contracts) 
that cp may have.  done.  I don't recall them excluding it from the ISDA 
though...may want to verify and ask them of that.
#4:  I'm fine w/posting of 10days...as long as its on a bilateral basis.  I 
thought the ISDA accomplished that...but I may have misread it to apply to 
all margin calls similar to SMUD doing so.  Carol, can we have it apply to 
all margin calls?

Thanks for handling.

Tracy

 -----Original Message-----
From:  St Clair, Carol  
Sent: Tuesday, May 15, 2001 11:10 AM
To: Rosman, Stewart; Ngo, Tracy
Subject: FW: EEI Cover Sheet

Carol St. Clair
EB 3889
713-853-3989 (Phone)
713-646-3393 (Fax)
carol.st.clair@enron.com
----- Forwarded by Carol St Clair/HOU/ECT on 05/15/2001 01:06 PM -----


	Gary Richardson <GRichar@smud.org> 05/15/2001 01:04 PM 	   To: ""'Carol St. 
Clair'"" <Carol.St.Clair@enron.com>  cc:   Subject: FW: EEI Cover Sheet



Ron noted that I failed to note one change that we would like you to
consider, i.e., an ACH payment from SMUD to Enron in addition to the wire
transfer.

 <<RE: EEI Cover Sheet>>

Message-ID: <276F84930F83D211B5880008C75D8491038DD263@e2.smud.org>
From: Ron Jelicich <RJelici@CORPORATE>
To: Gary Richardson <GRichar@CORPORATE>
Subject: RE: EEI Cover Sheet
Date: Tue, 15 May 2001 08:44:45 -0700
MIME-Version: 1.0
X-Mailer: Internet Mail Service (5.5.2650.21)
Content-Type: text/plain; charset=""iso-8859-1""

One change that did not get in was on page 1 - adding ach as a payment
method along with wires to Enron.

>  -----Original Message-----
> From:  Gary Richardson
> Sent: Monday, May 14, 2001 2:39 PM
> To: 'Carol St. Clair'
> Cc: Ron Jelicich
> Subject: EEI Cover Sheet
>
> Ron and I reviewed the credit aspects of the EEI document that you sent.
> Our redlined changes are attached.  If you have no objections to these
> changes, we will then forward the document for counsel review.
> 1. We changed the party to notify in the event of default to our General
> Counsel.
> 2. Under Article 5, we changed the Cross Default Amount ratings thresholds
> from ""below BBB+"" to ""below A-"" to remedy the gap that otherwise would
> exist from A- or higher and below BBB+.
> 3. Under Section 5.6. we added language to exclude our Joint Powers
> Agencies from setoff provisions. Currently, they do not make sales to
> outside parties since SMUD takes all their output. Since they are separate
> entities with their own bond indentures, we believe it best not to include
> them as if they were corporate affiliates.
> 4. On page 6, ""Transfer Date"" the time allotted is two days after receipt
> from posting party. As we are currently organized and staffed, we would
> find that timeline difficult to meet especially if we were providing a
> LOC. We would prefer to have the time extended to 10 days.
>  << File: SMUD Redline EEI (5.9.01).doc >>",505,"Carol,

In response to your questions:

#1:  legal is fine.  done.
#2:  I'm fine w/that also.  Its basically saying the same thing as the ISDA.  
done.
#3:  I'm fine w/excluding the Joint Powers Agency (take or pay contracts) 
that cp may have.  done.  I don't recall them excluding it from the ISDA 
though...may want to verify and ask them of that.
#4:  I'm fine w/posting of 10days...as long as its on a bilateral basis.  I 
thought the ISDA accomplished that...but I may have misread it to apply to 
all margin calls similar to SMUD doing so.  Carol, can we have it apply to 
all margin calls?

Thanks for handling.

Tracy",110
<18558225.1075851772759.JavaMail.evans@thyme>,Re:,"jeffrey, ma love,


work address is Pillsbury Madison & Sutro, LLP; 50 Fremont Street; San
Francisco, CA  94120; email: chang_sk@pillsburylaw.com

home is 2999 California Street, Apt 32, San Francisco, CA  94115


have been wondering how you are doing!!! lost your contact info b/c i
downloaded it on a disk and then could not open it once i got to
pillsbury. are you happy and healthy?? how is lisa? should i be shopping
for wedding presents???

let me know how you're doing when you get a chance. hugs and kisses.
sarah

Jeffrey.A.Shankman@enron.com wrote:
>
> Hi Sarah,
>
> What is your home address and work info....
>
> Lots of hugs....",111,"jeffrey, ma love,


work address is Pillsbury Madison & Sutro, LLP; 50 Fremont Street; San
Francisco, CA  94120; email: changsk@pillsburylaw.com

home is 2999 California Street, Apt 32, San Francisco, CA  94115


have been wondering how you are doing!!! lost your contact info b/c i
downloaded it on a disk and then could not open it once i got to
pillsbury. are you happy and healthy?? how is lisa? should i be shopping
for wedding presents???

let me know how you're doing when you get a chance. hugs and kisses.
sarah

Jeffrey.A.Shankman@enron.com wrote:

 Hi Sarah,

 What is your home address and work info....

 Lots of hugs....",105
<26780032.1075852651219.JavaMail.evans@thyme>,Houston Angel Network (HAN) - Reminder,"Dear HAN Members:
 
Don't forget that the HAN (Houston Angel Network) meeting will be held this Wednesday, July 18th, at the Houstonian.  Check-in begins at 7:00 a.m. and the breakfast/meeting will be held from 7:30-9:00 a.m.  Come and learn about HAN milestones met and future direction for the group.
 
Price to attend is $45 payable in advance by check or credit card.  Please R.S.V.P. to Kathy Nethercutt: knethercutt@houstontech.org or call (713) 658-1750, by no later than 4:00 p.m., Tuesday, July 17.
 
Thanks,
Glenn Dubin
 
 
 
 
Thank you for your interest in the Houston Technology Center
 
Kathy B. Nethercutt
Houston Technology Center
1200 Smith, Suite 2940
Houston, TX 77002
Ph: 713.658.1750
Fx: 713.658.1744
www.houstontech.org
knethercutt@houstontech.org",113,"Dear HAN Members:
 
Don't forget that the HAN (Houston Angel Network) meeting will be held this Wednesday, July 18th, at the Houstonian.  Check-in begins at 7:00 a.m. and the breakfast/meeting will be held from 7:30-9:00 a.m.  Come and learn about HAN milestones met and future direction for the group.
 
Price to attend is $45 payable in advance by check or credit card.  Please R.S.V.P. to Kathy Nethercutt: knethercutt@houstontech.org or call (713) 658-1750, by no later than 4:00 p.m., Tuesday, July 17.
 
Thanks,
Glenn Dubin
 
 
 
 
Thank you for your interest in the Houston Technology Center
 
Kathy B. Nethercutt
Houston Technology Center
1200 Smith, Suite 2940
Houston, TX 77002
Ph: 713.658.1750
Fx: 713.658.1744
www.houstontech.org
knethercutt@houstontech.org",113
<24556609.1075843983116.JavaMail.evans@thyme>,2001 goals,"John, =20

Listed below are the goals that i drafted for Crude and Products from your=
=20
voicemail.  Please review and make changes including adding specific=20
information (eg:  number of deals, volumes, specific types of transactions,=
=20
etc.) to each dot point.  Also please don't hesitate to change the way it i=
s=20
worded.

Please respond tomorrow if possible or as soon as you get back.=20


Crude and Products
? Create $150 million in gross margin and $83 million in EBIT
? Develop mid-market liquidity around defined books
? Develop long term structured origination group to generate earnings,=20
compliment or mitigate existing trading positions and build deal flow
? Extend into new and key business opportunities to exploit Enron=01,s natu=
ral=20
gas and power businesses
Develop a physical presence by moving xxxxx bbls/day in US and xxxx=20
internationally

Thanks,
m",140,"John, 

Listed below are the goals that i drafted for Crude and Products from yourvoicemail.  Please review and make changes including adding specific
information (eg:  number of deals, volumes, specific types of transactions,etc.) to each dot point.  Also please don't hesitate to change the way it is
worded.

Please respond tomorrow if possible or as soon as you get back.


Crude and Products
? Create $150 million in gross margin and $83 million in EBIT
? Develop mid-market liquidity around defined books
? Develop long term structured origination group to generate earnings,
compliment or mitigate existing trading positions and build deal flow
? Extend into new and key business opportunities to exploit Enron,s natural
gas and power businesses
Develop a physical presence by moving xxxxx bbls/day in US and xxxx
internationally

Thanks,
m",133
<27236164.1075840579267.JavaMail.evans@thyme>,updated skew file,"John,

This is the latest skew calculator file.  It has a sheet for the vol skew table, and it calculates the ENA pdf using a linear interpolation between points on the table, not a polynomial.  

The file shows yesterday's settle data for Jun, and ENA data matches very well.  (All the 2001 contracts agree closely with ENA data from yesterday, in fact.)  I've added a macro that fetches the underlying price, volatility, and interest rate from our in-house EGSPROD32 database.  Let me know if this doesn't work for you.

Feel free to contact any of us if you have any questions or requests regarding this file.  hope it is helpful.

ken",111,"John,

This is the latest skew calculator file.  It has a sheet for the vol skew table, and it calculates the ENA pdf using a linear interpolation between points on the table, not a polynomial.  

The file shows yesterday's settle data for Jun, and ENA data matches very well.  (All the 2001 contracts agree closely with ENA data from yesterday, in fact.)  I've added a macro that fetches the underlying price, volatility, and interest rate from our in-house EGSPROD32 database.  Let me know if this doesn't work for you.

Feel free to contact any of us if you have any questions or requests regarding this file.  hope it is helpful.

ken",111
<3986264.1075858922738.JavaMail.evans@thyme>,RE: Well.....,"yes...but i've decided my hormones are about the equivalent of a 16 yr. old boy's.  we left about 20 mins after you guys and i drove him to his car.  he asked if i minded him calling to ask me out wednesday or thursday of this week as he is going out of town this weekend  (he said he'd tried earlier this year...to which i responded ""yes, and failed miserably"")  ...we'll see.  he is a cutie though.  i don't know if you'll ever have a chance to look at the picture of you know who, but physically bryan puts him to shame.

Sue
 -----Original Message-----
From: 	""corey leahy"" <celeahy@hotmail.com>@ENRON [mailto:IMCEANOTES-+22corey+20leahy+22+20+3Cceleahy+40hotmail+2Ecom+3E+40ENRON@ENRON.com] 
Sent:	Monday, June 25, 2001 8:47 AM
To:	Scott, Susan M.
Subject:	Well.....


That would have taken my mind off some other person whose name I won't mention.

Get your FREE download of MSN Explorer at http://explorer.msn.com << File: http://explorer.msn.com >>",151,"yes...but i've decided my hormones are about the equivalent of a 16 yr. old boy's.  we left about 20 mins after you guys and i drove him to his car.  he asked if i minded him calling to ask me out wednesday or thursday of this week as he is going out of town this weekend  (he said he'd tried earlier this year...to which i responded ""yes, and failed miserably"")  ...we'll see.  he is a cutie though.  i don't know if you'll ever have a chance to look at the picture of you know who, but physically bryan puts him to shame.

Sue",103
<31192798.1075842099616.JavaMail.evans@thyme>,Comments,"Steve:
I am faxing you our remaining comments to the schedules.  Looks like the only 
open points relate to :

1. the additional cross-default language.  Have you had a chance to think 
about what I e-mailed to you?

2. DB, pursuant to our request, is considering refining the ""materially 
weaker"" standard in Credit Event Upon Merger to specify a ratings test.

3. Insertion of our Rider 7 into the ISDA Schedule regarding confirmation 
procedures.

4. DB reviewing LC language and our comments to the Enron Guaranty.  I guess 
we still need to discuss the :defenses"" language because as I indicated to 
you, I'm not sure that your compromise works for us.

I look forward to hearing from you and sorry for the delay.

Carol St. Clair
EB 3892
713-853-3989 (Phone)
713-646-3393 (Fax)
carol.st.clair@enron.com",133,"Steve:
I am faxing you our remaining comments to the schedules.  Looks like the only 
open points relate to :

1. the additional cross-default language.  Have you had a chance to think 
about what I e-mailed to you?

2. DB, pursuant to our request, is considering refining the ""materially 
weaker"" standard in Credit Event Upon Merger to specify a ratings test.

3. Insertion of our Rider 7 into the ISDA Schedule regarding confirmation 
procedures.

4. DB reviewing LC language and our comments to the Enron Guaranty.  I guess 
we still need to discuss the :defenses"" language because as I indicated to 
you, I'm not sure that your compromise works for us.

I look forward to hearing from you and sorry for the delay.

Carol St. Clair
EB 3892
713-853-3989 (Phone)
713-646-3393 (Fax)
carol.st.clair@enron.com",133
<29791654.1075839935086.JavaMail.evans@thyme>,"Jerald Surface Interview, July 6th, 2001","Jerald Surface will be in Portland (from Houston) to interview for a position in Real Time. I will provide a copy of his resume to his interviews for review. See below for interview schedule and location:

Jerald Surface, Cascade Conference Room, Thursday, July 5th, 2001

11:30am - Chris Mallory
12:15pm - Greg Wolfe
1:00pm - Stewart Rosman
1:45pm - Amy FitzPatrick

Jerald Surface, Mt. Rainier Conference Room, Friday, July 6th, 2001

9:15am - Bill Williams III
10:00am - Ryan Slinger

Each interview has been schedule for 45 minutes. Please let me know if you have any questions.  

Thanks,
Grace
x8321",100,"Jerald Surface will be in Portland (from Houston) to interview for a position in Real Time. I will provide a copy of his resume to his interviews for review. See below for interview schedule and location:

Jerald Surface, Cascade Conference Room, Thursday, July 5th, 2001

11:30am - Chris Mallory
12:15pm - Greg Wolfe
1:00pm - Stewart Rosman
1:45pm - Amy FitzPatrick

Jerald Surface, Mt. Rainier Conference Room, Friday, July 6th, 2001

9:15am - Bill Williams III
10:00am - Ryan Slinger

Each interview has been schedule for 45 minutes. Please let me know if you have any questions.  

Thanks,
Grace
x8321",100
<21142054.1075860341622.JavaMail.evans@thyme>,"Direct Deposit Advice for March 30, 2001","Due to a delay with the printing of the direct deposit advices for the March 
30th payday, the advices will be distributed later than normal.  We 
anticipate the majority of the advices will be received by Friday 
afternoon.   Please be assured this does not impact the deposit of funds to 
your bank account.  Your funds will be available on payday, Friday, March 
30th.

Please remember that eHRonline provides functionality which allows you to 
electronically access your earnings statement.  If you need help with your 
logon id or password, please use the automated reset password and id lookup 
process online.  If you need further assistance with your ID or password, 
please contact the ISC Call Center at 713-345-4727.

We apologize for any inconvenience this may cause.


Corporate Payroll
713-345-5555",128,"Due to a delay with the printing of the direct deposit advices for the March 
30th payday, the advices will be distributed later than normal.  We 
anticipate the majority of the advices will be received by Friday 
afternoon.   Please be assured this does not impact the deposit of funds to 
your bank account.  Your funds will be available on payday, Friday, March 
30th.

Please remember that eHRonline provides functionality which allows you to 
electronically access your earnings statement.  If you need help with your 
logon id or password, please use the automated reset password and id lookup 
process online.  If you need further assistance with your ID or password, 
please contact the ISC Call Center at 713-345-4727.

We apologize for any inconvenience this may cause.


Corporate Payroll
713-345-5555",128
