word,label
group,I-ORG
(John,O
Anderson,I-PERSON
Don,B-PERSON
Gregg,B-PERSON
Mike,O
Pinnell,O
)owns,O
15,O
%,O
of,O
the,O
Bonepile,O
lease,O
through,O
North,O
American,O
Petroleum,O
LC,O
(NAPLC,O
).,O
four,O
individuals,O
executed,O
JOA,O
participated,O
in,O
all,O
wells,O
drilled,O
thus,O
far,O
their,O
individual,O
capacities.,O
However,O
title,O
to,O
underlying,O
leasehold,O
ownership,O
is,O
technically,O
still,O
name,O
LC.,O
EOW,B-ORG
has,O
received,O
specific,O
authority,O
from,O
NAPLC,O
form,O
a,O
Seller,O
's,O
Representative,O
Agreement,O
enter,O
into,O
Enron,B-ORG
GPA,I-ORG
GSA,B-ORG
WHGGS,B-ORG
Mortgage.,O
will,O
either,O
need,O
execute,O
agreements,O
as,O
Rep,O
for,O
or,O
can,O
ratification,O
on,O
behalf,O
its,O
up,O
Dan.,O
Doug,B-PERSON
John,B-PERSON
Mortgage,I-ORG
CONFIDENTIAL,O
AND,O
PRIVILEGED,O
ATTORNEY,O
/CLIENT,O
COMMUNICATION,O
&,O
'S,O
WORK,O
PRODUCT,O
I,O
will,O
close,O
the,O
loop,O
with,O
Bob,B-PERSON
Baird,I-PERSON
and,O
Rex,B-PERSON
Rogers,I-PERSON
on,O
whether,O
any,O
other,O
steps,O
would,O
need,O
to,O
be,O
taken.,O
My,O
only,O
comment,O
your,O
points,O
below,O
"""magnitude""",O
issue.,O
We,O
told,O
analysts,O
this,O
morning,O
that,O
we,O
did,O
not,O
believe,O
adjustment,O
have,O
a,O
material,O
impact,O
our,O
overall,O
financial,O
position.,O
If,O
essentially,O
same,O
fourth,O
quarter,O
"""number""",O
next,O
week,O
",",O
receive,O
follow-,O
up,O
call,O
from,O
one,O
of,O
wouldn,O
't,O
want,O
able,O
reiterate,O
statement,O
?,O
To,O
do,O
otherwise,O
might,O
suggest,O
change,O
in,O
position,O
/perception.,O
SWD,O
Scott,B-PERSON
Vonderheide,I-PERSON
@ENRON,O
ENRON,B-ORG
Gas,B-ORG
Measurement,I-ORG
Services,I-ORG
and,O
Field,B-ORG
identified,O
evaluated,O
options,O
/requirements,O
to,O
generate,O
daily,O
volume,O
information,O
for,O
all,O
NNG,O
meters.,O
The,O
attached,O
file,O
contains,O
a,O
listing,O
description,O
of,O
the,O
along,O
with,O
short,O
term,O
long,O
recommendations,O
achieving,O
objective.,O
A,O
video,O
conference,O
has,O
been,O
scheduled,O
Monday,O
",",O
December,O
17th,O
from,O
1,O
:00,O
3,O
p.m.,O
review,O
discuss,O
proposal.,O
Attendees,O
in,O
Houston,B-LOCATION
will,O
meet,O
EB49C2,O
attendees,O
Omaha,B-LOCATION
7C2.,O
bridge,O
set,O
up,O
those,O
who,O
not,O
be,O
or,O
offices.,O
number,O
is,O
877-232-4392,O
code,O
#401353.,O
Only,O
limited,O
ports,O
are,O
available,O
so,O
please,O
try,O
participate,O
one,O
rooms,O
if,O
possible.,O
Thanks,O
Charlie,B-PERSON
Attached,O
are,O
two,O
files.,O
One,O
has,O
this,O
weeks,O
picks,O
for,O
the,O
games,O
(Week1,O
Sun,O
AM,O
),O
and,O
one,O
last,O
person,O
standing,O
(Week,O
1,O
Last,O
Person,O
).,O
If,O
you,O
have,O
an,O
e-mail,O
address,O
at,O
home,O
would,O
like,O
to,O
be,O
added,O
distribution,O
list,O
",",O
let,O
me,O
know,O
what,O
your,O
is,O
I,O
will,O
add,O
it.,O
We,O
do,O
not,O
Growney,B-PERSON
Brady,B-PERSON
's,O
point-,O
BUT,O
that,O
does,O
mean,O
they,O
valid,O
in.,O
However,O
we,O
copy,O
anyone,O
on,O
if,O
received,O
theirs,O
some,O
reason.,O
Please,O
note,O
names,O
in,O
descending,O
alphabetical,O
order,O
so,O
least,O
week,O
out,O
of,O
season,O
WAM,O
his,O
name,O
top,O
(just,O
kidding,O
Andre,B-PERSON
Good,O
luck,O
all,O
!,O
I,O
took,O
a,O
message,O
from,O
Pat,B-PERSON
Brown,I-PERSON
at,O
Avista,B-ORG
this,O
morning.,O
She,O
needed,O
to,O
book,O
one,O
more,O
spa,O
reservation,O
for,O
Jean,B-PERSON
Gonnella.,O
The,O
only,O
time,O
can,O
do,O
it,O
is,O
between,O
3,O
:30,O
and,O
6,O
p.m.,O
on,O
the,O
Thursday,O
they,O
arrive.,O
would,O
like,O
deep,O
cleansing,O
facial,O
french,O
manicure.,O
If,O
there,O
isn,O
't,O
both,O
",",O
she,O
'd,O
just,O
facial.,O
Please,O
call,O
confirm,O
when,O
you,O
make,O
it.,O
Her,O
number,O
509.495.8123.,O
Thanks,O
!,O
P.S.,O
don,O
want,O
think,O
'm,O
passing,O
buck.,O
have,O
taken,O
care,O
of,O
myself,O
but,O
Mollie,B-PERSON
said,O
had,O
bunch,O
reservations,O
Tuesday,O
Good,O
luck,O
let,O
me,O
know,O
if,O
need,O
help.,O
Kate,B-PERSON
Gonnella,I-PERSON
Hey,O
gang,O
",",O
I,O
have,O
created,O
the,O
new,O
deals,O
reflecting,O
Mid-Texas,B-ORG
meters,O
for,O
following,O
beginning,O
in,O
January,B-DATE
2000,I-DATE
:,O
ETOCO,B-ORG
from,O
HPL,B-ORG
meter,O
393,O
to,O
9738,O
old,O
sitara,O
deal,O
133435,O
163874,O
Richardson,B-PERSON
7283,O
9807,O
141691,O
164003,O
Mueller,B-PERSON
7260,O
9769,O
156247,O
Feb.,B-DATE
through,O
June,B-DATE
143885,O
Jan.,O
only,O
143887,O
164172,O
Please,O
take,O
a,O
look,O
at,O
and,O
let,O
me,O
know,O
if,O
doubled,O
volumes,O
or,O
there,O
is,O
anything,O
else,O
need,O
do,O
make,O
things,O
work,O
better...,O
O,O
'Neal,O
3-9686,O
I,O
will,O
make,O
every,O
effort,O
to,O
join,O
this,O
call,O
",",O
but,O
just,O
in,O
case,O
airline,O
disruptions,O
defeat,O
me,O
have,O
two,O
brief,O
initial,O
comments,O
(beyond,O
commending,O
all,O
involved,O
for,O
making,O
significant,O
),O
:,O
1.,O
To,O
avoid,O
alienating,O
readers,O
unnecessarily,O
would,O
suggest,O
using,O
a,O
subjunctive,O
tense,O
throughout,O
as,O
"""would""",O
rather,O
than,O
the,O
rhetoric,O
of,O
"""shall.""",O
E.g.,O
"""a",O
forward,O
contract,O
be,O
deemed,O
reasonable,O
",""",O
opposed,O
"""shall",O
"reasonable.""",O
2.,O
On,O
rate,O
stabilization,O
plan,O
please,O
proposals,O
that,O
involve,O
freezing,O
entire,O
bundled,O
electricity,O
charge,O
generation,O
commodity,O
charge.,O
Several,O
stakeholders,O
including,O
not,O
limited,O
NRDC,B-ORG
UCAN,B-ORG
and,O
PG,O
&E,O
support,O
distribution,O
pricing,O
systems,O
regular,O
small,O
true-ups,O
rates,O
recover,O
revenues,O
;,O
frozen,O
charges,O
are,O
incompatible,O
with,O
such,O
systems.,O
hope,O
agree,O
prejudge,O
important,O
issue,O
proposal.,O
Attached,O
is,O
a,O
draft,O
of,O
Enron,B-PERSON
's,O
protest,O
PG,O
&E,O
Advice,O
Filing,O
2010-E,B-DATE
which,O
replaces,O
Schedule,O
PX,O
with,O
E-Gen.,O
The,O
follows,O
the,O
same,O
lines,O
as,O
our,O
SCE,B-ORG
advice,O
filing,O
last,B-DATE
week.,O
only,O
real,O
difference,O
that,O
would,O
apparently,O
give,O
credit,O
reflects,O
all,O
bundled,O
customers,O
generation,O
costs,O
i.e.,O
",",O
retained,O
(including,O
QF,O
and,O
purchase,O
power,O
contracts,O
),O
ISO,B-ORG
charges,O
DWR,B-ORG
costs.,O
Therefore,O
we,O
did,O
not,O
have,O
to,O
include,O
section,O
advocating,O
back,O
up,O
market,O
based,O
credit.,O
due,O
tomorrow,O
(May,O
1,O
).,O
Please,O
provide,O
comments,O
soon,O
possible.,O
Jeanne,B-PERSON
Bennett,I-PERSON
-,O
X24055.DOC,O
week,I-DATE
Greetings,O
Hap,B-PERSON
:,O
Hope,O
all,O
's,O
well,O
and,O
Edison,B-PERSON
paying,O
you.,O
Please,O
be,O
absolutely,O
sure,O
in,O
the,O
future,O
to,O
email,O
or,O
phone,O
me,O
with,O
a,O
head,O
up,O
on,O
filings,O
like,O
these,O
California,B-LOCATION
prior,O
filing.,O
As,O
you,O
know,O
",",O
it,O
crazy,O
lot,O
flying,O
around,O
numerous,O
forums.,O
Even,O
Ken,B-PERSON
Lay,I-PERSON
frequently,O
been,O
over,O
past,O
couple,O
of,O
months,O
trying,O
educate,O
advocate,O
rational,O
detailed,O
solutions.,O
Want,O
make,O
that,O
we,O
don,O
't,O
step,O
each,O
other,O
our,O
many,O
attempts,O
get,O
this,O
ridiculous,O
state,O
back,O
track.,O
Not,O
slow,O
down,O
dictate,O
content,O
;,O
rather,O
given,O
high-stakes,O
nature,O
situation,O
coordination,O
is,O
critical.,O
Thanks,O
much.,O
Best,O
Jeff,B-PERSON
Hello,O
family,O
and,O
friends,O
",",O
I,O
am,O
in,O
charge,O
of,O
collecting,O
shoes,O
for,O
the,O
needy,O
(C.C.S.C.,O
),O
via,O
Nicholas,B-PERSON
',O
class,O
at,O
River,B-LOCATION
Oaks,I-LOCATION
Baptist,I-LOCATION
School.,O
These,O
can,O
be,O
children,O
's,O
men,O
women,O
's.,O
slippers,O
tennis,O
boots,O
dress,O
or,O
good,O
ole,O
fashion,O
walking,O
shoes.,O
more,O
than,O
happy,O
to,O
do,O
a,O
pick,O
up,O
so,O
that,O
you,O
not,O
have,O
go,O
out,O
your,O
way.,O
One,O
pair,O
many,O
pairs,O
'll,O
take,O
what,O
get,O
help,O
people,O
NEED,O
Let,O
me,O
know,O
if,O
any,O
when,O
it,O
is,O
convenient,O
them,O
up.,O
The,O
annual,O
shoe,O
drive,O
ends,O
on,B-DATE
October,I-DATE
4th,I-DATE
please,O
clean,O
closets,O
before,O
then,O
give,O
away,O
are,O
going,O
use.,O
Thank,O
God,O
Bless,O
Robyn,B-PERSON
School,I-LOCATION
C.C.S.C.,B-ORG
Chris,B-PERSON
-,O
Here,O
's,O
the,O
latest,O
I,O
've,O
heard,O
on,O
our,O
request,O
for,O
a,O
new,O
counterparty,O
name,O
(Sierra,O
Pacific,I-ORG
Holding,I-ORG
Co.,I-ORG
),O
to,O
be,O
added,O
EnPower.,O
faxed,O
master,O
agreement,O
Melissa,B-PERSON
Murphy,I-PERSON
so,O
Confirms,O
group,O
could,O
reference,O
it,O
;,O
then,O
she,O
passed,O
pertinent,O
information,O
along,O
Samuel,B-PERSON
Schott,I-PERSON
in,O
Global,O
Counterparty,O
",",O
whose,O
job,O
is,O
set,O
up,O
counterparties.,O
But,O
looks,O
like,O
your,O
contact,O
at,O
Sierra,B-ORG
saying,O
this,O
deal,O
should,O
done,O
with,O
Industries,O
parent,O
company,O
rather,O
than,O
Do,O
you,O
have,O
preference,O
either,O
way,O
?,O
Maybe,O
Bob,B-PERSON
Ellery,I-PERSON
and,O
discuss,O
this.,O
Just,O
let,O
me,O
know,O
which,O
add,O
deal.,O
Thanks,O
Kate,B-PERSON
503-464-7486,O
EnPower,B-ORG
Carol,B-PERSON
:,O
Edward,B-PERSON
and,O
I,O
spoke,O
with,O
this,O
counterparty,O
on,B-DATE
Wednesday,I-DATE
(see,O
Lotus,O
Notes,O
entry,O
).,O
is,O
pushing,O
deal,O
for,O
closure,O
next,B-DATE
week.,O
Tanya,B-PERSON
knows,O
the,O
credit,O
issues,O
(A2,O
short,O
term,O
S,O
&P,O
commercial,O
paper,O
rating,O
unacceptable,O
so,O
CP,O
has,O
a,O
MAC,O
We,O
expect,O
their,O
outside,O
counsel,O
to,O
have,O
some,O
comments,O
which,O
we,O
haven,O
't,O
yet,O
seen.,O
Guaranty,O
(cap,O
amount,O
",",O
demand,O
delay,O
Nothing,O
been,O
scheduled,O
formally,O
but,O
am,O
sure,O
that,O
will,O
call,O
you,O
assistance,O
Tuesday,I-DATE
(he,O
out,O
of,O
town,O
Monday,O
Marie,B-PERSON
file,O
sending,O
1991,O
1993,O
definitions.,O
Our,O
discussion,O
today,O
was,O
general.,O
Thanks,O
your,O
help.,O
Sara,B-PERSON
week,I-DATE
*,O
CONFIDENTIAL,O
Luce,O
",",O
Forward,O
Hamilton,O
&,O
Scripps,O
LLP,O
600,B-LOCATION
West,I-LOCATION
Broadway,I-LOCATION
Suite,B-LOCATION
2600,I-LOCATION
San,B-LOCATION
Diego,I-LOCATION
CA,B-LOCATION
92101-3391,I-LOCATION
(619,O
),O
236-1414,O
The,O
information,O
contained,O
in,O
this,O
electronic,O
mail,O
transmission,O
is,O
confidential,O
and,O
intended,O
to,O
be,O
sent,O
only,O
the,O
stated,O
recipient,O
of,O
transmission.,O
It,O
may,O
therefore,O
protected,O
from,O
unauthorized,O
use,O
or,O
dissemination,O
by,O
attorney-client,O
/or,O
attorney,O
work-product,O
privileges.,O
If,O
you,O
are,O
not,O
's,O
agent,O
hereby,O
notified,O
that,O
any,O
review,O
distribution,O
copying,O
communication,O
strictly,O
prohibited.,O
You,O
also,O
asked,O
notify,O
us,O
immediately,O
telephone,O
delete,O
with,O
attachments,O
destroy,O
all,O
copies,O
form.,O
Thank,O
advance,O
for,O
your,O
cooperation.,O
-,O
6-11,O
Letter,O
Aguirre.pdf,O
All,O
",",O
I,O
am,O
sending,O
this,O
document,O
out,O
to,O
ensure,O
that,O
everyone,O
knows,O
what,O
is,O
required,O
process,O
EPMI,B-PERSON
's,O
Hanson,B-ORG
Cement,I-ORG
deal.,O
It,O
possible,O
after,O
reviewing,O
all,O
of,O
the,O
handoffs,O
and,O
EWS,B-PERSON
(Retail,O
Generation,O
),O
will,O
wish,O
handle,O
deal,O
in,O
a,O
different,O
method.,O
We,O
need,O
come,O
some,O
decisions,O
very,O
quickly.,O
There,O
tremendous,O
amount,O
coordination,O
which,O
needs,O
occur,O
order,O
service,O
Cement.,O
Everyone,O
please,O
review,O
responsibilities,O
let,O
me,O
know,O
your,O
comments.,O
be,O
working,O
Houston,B-LOCATION
office,O
week.,O
The,O
best,O
way,O
contact,O
via,O
Cell,O
@,O
503-702-9846.,O
Thanks,O
-,O
MO,B-PERSON
Government,O
Grants,O
E-Book,O
(2002,O
Edition,I-DATE
),O
Interested,O
In,O
Starting,O
Or,O
Expanding,O
Your,O
Own,O
Business,O
?,O
Want,O
To,O
Develop,O
An,O
Invention,O
Fund,O
A,O
Research,O
Project,O
Need,O
Personal,O
Assistance,O
With,O
Medical,O
",",O
Job,O
Training,O
Everyday,O
Expenses,O
The,O
Federal,O
Offers,O
1,O
",425",O
Programs,O
Which,O
Disburse,O
Billions,O
FREE,O
And,O
One-half,O
Trillion,O
Procurement,O
Contracts,O
MONEY,O
That,O
Goes,O
People,O
JUST,O
LIKE,O
YOU,O
!,O
Key,O
Is,O
Knowing,O
Where,O
and,O
How,O
Apply,O
's,O
We,O
Can,O
Help.,O
ANYONE,O
can,O
apply,O
for,O
a,O
Grant,O
from,O
18,O
years,O
old,O
up,O
(You,O
must,O
live,O
in,O
the,O
United,O
States,O
of,O
America,O
$500.00,O
to,O
$50,O
",000.00",O
are,O
possible,O
GRANTS,O
don,O
't,O
have,O
be,O
paid,O
back,O
EVER,O
Please,O
Visit,O
Our,O
Website,O
CLICK,O
HERE,O
Invest,O
Future,O
-,O
Order,O
TODAY,O
apologize,O
any,O
email,O
you,O
may,O
inadvertently,O
received.,O
removed,O
future,O
mailings.,O
2002,B-DATE
By,O
answering,O
the,O
following,O
questions,O
",",O
you,O
can,O
help,O
us,O
structure,O
volunteer,O
projects,O
for,O
your,O
Business,O
Unit,O
that,O
targets,O
interests,O
and,O
skills.,O
In,O
turn,O
Enron,B-ORG
better,O
serve,O
communities,O
where,O
we,O
live,O
work.,O
This,O
information,O
is,O
internal,O
use,O
only,O
will,O
remain,O
confidential.,O
Thank,O
taking,O
time,O
to,O
complete,O
this,O
survey.,O
Please,O
click,O
on,O
link,O
below.,O
Experiencing,O
technical,O
problems,O
?,O
If,O
does,O
not,O
automatically,O
launch,O
questionnaire,O
:,O
1.,O
Launch,O
by,O
copying,O
below,O
into,O
browser,O
or,O
2.,O
continue,O
have,O
difficulties,O
please,O
send,O
an,O
email,O
message,O
communityrelations,O
@enron.com,O
3.,O
do,O
forward,O
anyone,O
else,O
as,O
it,O
unique,O
each,O
respondent.,O
http,O
/,O
/etcsurvey.corp.enron.com,O
/wi,O
/p0499029,O
/i.asp,O
?r2,O
&s,O
=FGYDUPYR,O
&l,O
=9,O
Dan,B-PERSON
",",O
Attached,O
is,O
a,O
redlined,O
letter,O
agreement,O
with,O
Southern,B-ORG
Co.,I-ORG
that,O
I,O
have,O
made,O
changes,O
based,O
on,O
our,O
discussion,O
them,O
late,B-DATE
Friday.,O
Les,B-PERSON
going,O
to,O
help,O
some,O
of,O
the,O
language.,O
Make,O
sure,O
incorporate,O
new,O
language,O
"""Binding",O
Commitment,O
Enter,O
Into,O
Confirmation,O
"Letter""",O
sent,O
you,O
last,O
Thursday,O
or,O
will,O
send,O
it,O
again,O
just,O
be,O
sure.,O
As,O
soon,O
as,O
he,O
ready,O
lets,O
sitdown,O
and,O
discuss,O
agreement.,O
We,O
been,O
able,O
raise,O
's,O
price,O
from,O
Hub,O
+,O
$.15,O
$.20,O
$.21,O
possibility,O
up,O
$.25.,O
know,O
more,O
Tuesday,B-DATE
but,O
keep,O
blank,O
for,O
time,O
being.,O
back,O
in,O
town,O
Tuesday.,O
Talk,O
soon.,O
Thanks.,O
Friday,B-DATE
October,O
16,O
",",O
2001,O
The,O
Grand,B-LOCATION
Chenier,I-LOCATION
Compressor,O
Station,O
(GCH,O
),O
will,O
be,O
taken,O
off,O
line,O
at,O
11,O
:00,O
AM,O
on,O
25,O
for,O
planned,O
maintenance.,O
maintenance,O
is,O
scheduled,O
to,O
completed,O
by,O
5,O
PM,O
26.,O
During,O
this,O
timeframe,O
all,O
producers,O
the,O
Cameron,B-LOCATION
System,I-LOCATION
upstream,O
of,O
experience,O
higher,O
than,O
normal,O
pressure,O
although,O
outage,O
not,O
require,O
any,O
platforms,O
shut,O
in.,O
Please,O
contact,O
Steve,B-PERSON
Jenkins,I-PERSON
713-627-5076,O
if,O
you,O
have,O
questions.,O
*,O
NOTE,O
:,O
Duke,B-ORG
Energy,I-ORG
Gas,I-ORG
Transmission,I-ORG
respects,O
your,O
online,O
time,O
and,O
privacy.,O
You,O
received,O
email,O
because,O
elected,O
subscribe.,O
To,O
unsubscribe,O
login,O
E-mail,O
Notification,O
Subscription,O
page,O
http,O
/,O
/www.link.duke-energy.com,O
/script2,O
/Notification.asp,O
uncheck,O
appropriate,O
checkbox,O
click,O
Submit,O
button.,O
Start,O
Date,O
:,O
3,O
/2,O
/01,O
;,O
HourAhead,O
hour,O
17,O
No,O
ancillary,O
schedules,O
awarded.,O
Variances,O
detected.,O
detected,O
in,O
Generation,O
schedule.,O
Energy,O
Import,O
/Export,O
LOG,O
MESSAGES,O
PARSING,O
FILE,O
O,O
\Portland,O
\WestDesk,O
\California,O
Scheduling,O
\ISO,O
Final,O
Schedules,O
\2001030217.txt,O
Schedule,O
$,O
Variance,O
found,O
table,O
tblGENSCHEDULE.,O
Details,O
(Hour,O
/,O
Preferred,O
29.00,O
0.00,O
),O
TRANSTYPE,O
FINAL,O
SCID,O
ARCO,B-ORG
MKTTYPE,O
2,O
TRANSDATE,O
UNITID,O
CARBGN6UNIT,O
1,O
18.00,O
DELANO,B-ORG
PANDOL6UNIT,O
tblINTCHGIMPEXP.,O
75.00,O
3.60,O
ECTstNW,B-ORG
TIEPOINT,O
SYLMAR2NOB,B-LOCATION
INTERCHGID,O
CISOEPMI3000,B-ORG
ENGYTYPE,O
FIRM,O
ECTltNW,B-ORG
CISOEPMI6000,B-ORG
Portland,B-LOCATION
WestDesk,B-LOCATION
California,B-LOCATION
Please,O
let,O
me,O
know,O
how,O
we,O
can,O
help.,O
We,O
have,O
alot,O
of,O
experience,O
in,O
Wyoming,B-LOCATION
and,O
invested,O
excess,O
$150,O
Million,O
pipeline,O
assets,O
the,O
state,O
over,O
last,O
2,O
years.,O
ENA,B-ORG
has,O
since,O
divested,O
them,O
to,O
Northern,B-ORG
Border,I-ORG
but,O
remain,O
very,O
involved,O
day,O
operations,O
manage,O
all,O
commodity,O
services,O
associated,O
with,O
those,O
assets.,O
For,O
clarification,O
",",O
had,O
numerous,O
discussions,O
Feds,O
(BLM,O
),O
regarding,O
federal,O
royalties,O
take,O
kind,O
program,O
see,O
applications,O
for,O
similiar,O
structures,O
State,O
royalties.,O
In,O
addition,O
several,O
ideas,O
potential,O
projects,O
that,O
would,O
/could,O
benefit,O
state.,O
You,O
reach,O
at,O
303-575-6473.,O
BLM,B-ORG
Sir,O
",",O
I,O
just,O
got,O
word,O
that,O
your,O
bottom,O
line,O
needs,O
to,O
be,O
2,O
",200K.",O
This,O
is,O
net,O
of,O
Corp,O
Charges,O
and,O
Intercompany,O
billings.,O
In,O
order,O
get,O
this,O
number,O
we,O
have,O
reduce,O
budget,O
by,O
83K.,O
Do,O
you,O
any,O
suggestions,O
in,O
which,O
category,O
(ies,O
),O
need,O
?,O
Budget,O
10,O
",521",O
",000",O
/C,O
billings,O
8,O
",238",O
Subtotal,O
",283",O
Per,O
Delainey,B-PERSON
",200",O
Need,O
dec,O
83,O
Here,O
are,O
my,O
based,O
on,O
Oct,O
expenses,O
:,O
Category,O
expense,O
Decrease,O
Yearly,O
amount,O
Periodical,O
/subscription,O
5,O
3,O
36,O
Tuition,O
Reimbursement,O
11,O
21,I-DATE
4,O
48,O
will,O
bring,O
the,O
suggested,O
Delainey.,O
Please,O
let,O
me,O
know,O
decision,O
November,B-DATE
21.,O
If,O
questions,O
call,O
at,O
5-7094.,O
Thanx.,O
Wow,O
!,O
What,O
results.,O
Thank,O
you,O
for,O
such,O
an,O
overwhelming,O
response,O
to,O
our,O
survey,O
We,O
can,O
't,O
wait,O
dive,O
in,O
and,O
learn,O
how,O
provide,O
with,O
even,O
better,O
opportunities,O
spontaneous,O
escape,O
entertainment.,O
And,O
we,O
mustyour,O
responses,O
were,O
more,O
generous,O
than,O
had,O
dared,O
hopewe,O
have,O
oceans,O
of,O
insight,O
here,O
owe,O
it,O
all,O
you.,O
As,O
a,O
token,O
appreciation,O
",",O
please,O
take,O
$10,O
off,O
your,O
next,O
Site59,B-ORG
Getaway,O
purchase,O
:,O
At,O
check,O
out,O
just,O
input,O
promo,O
code,O
SURVEY,O
click,O
"""Update",O
Price,O
",""",O
then,O
GO,O
Thanks,O
again,O
remember,O
if,O
ever,O
any,O
suggestions,O
or,O
comments,O
us,O
the,O
future,O
let,O
know,O
at,O
@site59.com.,O
remain...,O
Your,O
source,O
entertainment,O
The,O
Team,O
c,O
/o,O
Patty,O
pgriffin,O
@site59.com,O
~,O
*Promotion,O
is,O
valid,O
through,O
October,O
23,O
2001.,O
Dear,O
Mr.,B-PERSON
Lay,I-PERSON
",",O
For,O
what,O
it,O
is,O
worth,O
I,O
believe,O
this,O
move,O
although,O
very,O
unfortunate,O
given,O
Andy,B-PERSON
's,O
long,O
service,O
to,O
Enron,B-ORG
the,O
right,O
thing,O
do.,O
In,O
way,O
that,O
has,O
historically,O
been,O
poster,O
child,O
for,O
corporate,O
innovation,O
hope,O
you,O
will,O
now,O
lead,O
us,O
in,O
direction,O
makes,O
handling,O
a,O
crisis,O
of,O
investor,O
confidence.,O
such,O
an,O
amazing,O
company,O
trust,O
do,O
everything,O
necessary,O
work,O
cooperatively,O
with,O
community,O
restore,O
its,O
former,O
greatness.,O
Respectfully,O
yours,O
Elliot,B-PERSON
Mainzer,I-PERSON
Renewable,B-ORG
Power,I-ORG
Desk,I-ORG
West,B-ORG
Trading,I-ORG
Jeff,O
",",O
I,O
emailed,O
my,O
answers,O
to,O
3,O
and,O
4,O
as,O
soon,O
got,O
home,O
last,O
night,O
-,O
did,O
you,O
get,O
them,O
they,O
look,O
OK,O
for,O
inclusion,O
?,O
read,O
over,O
some,O
of,O
the,O
other,O
members,O
same,O
questions,O
it,O
looked,O
like,O
we,O
addressed,O
slightly,O
different,O
areas,O
on,O
#3,O
so,O
should,O
be,O
able,O
merge,O
together.,O
On,O
#4,O
think,O
had,O
a,O
answer,O
'm,O
not,O
sure,O
which,O
is,O
right.,O
Christine,B-PERSON
Jeff.Dasovich,O
@enron.com,O
wrote,O
:,O
Looks,O
good.,O
Thanks.,O
See,O
tomorrow.,O
Best,O
Piesco,I-PERSON
Industrials,O
Account,O
Manager,O
Oracle,B-ORG
Corporation,I-ORG
500,O
Parkway,O
Redwood,B-LOCATION
Shores,I-LOCATION
CA,B-LOCATION
94065,O
Phone,O
(650,O
),O
506-3640,O
Fax,O
633-3753,O
christine.piesco,O
@oracle.com,O
christine.piesco.vcf,O
0011,O
Lone,O
liquidation,O
variances,O
:,O
CES-Dynegy,B-ORG
-,O
these,O
tagg,O
numbers,O
are,O
EFP,O
deals,O
and,O
we,O
had,O
show,O
up,O
in,O
forms,O
should,O
have,O
used,O
to,O
clear.,O
ECS,B-ORG
this,O
number,O
has,O
a,O
sitara,O
deal,O
309408,O
that,O
did,O
not,O
flow.,O
The,O
gas,O
was,O
suppossed,O
flow,O
on,O
",",O
flowed,O
310637,O
Northern,O
Natural.,O
This,O
be,O
part,O
of,O
variance,O
for,O
settlements.,O
Reliant,B-ORG
Energy,I-ORG
is,O
synthetic,O
storage,O
#456560,O
again,O
no,O
the,O
desk.,O
Move,O
WPL,B-ORG
its,O
own,O
line,O
will,O
take,O
remaining,O
Let,O
me,O
know,O
if,O
you,O
need,O
further,O
info,O
category.,O
PL,O
Dear,O
Power,O
Outage,O
Database,O
Customer,O
",",O
Attached,O
you,O
will,O
find,O
an,O
excel,O
document.,O
The,O
outages,O
contained,O
within,O
are,O
rescheduled,O
outages.,O
Your,O
daily,O
delivery,O
still,O
contain,O
these,O
In,O
addition,O
to,O
the,O
document,O
there,O
is,O
a,O
dbf,O
file,O
that,O
formatted,O
like,O
receive,O
nightly.,O
This,O
enable,O
load,O
data,O
into,O
your,O
regular,O
database.,O
Any,O
questions,O
please,O
let,O
me,O
know.,O
Thanks.,O
Greg,B-PERSON
Elliott,I-PERSON
IIR,O
Inc.,O
713-783-5147,O
x,O
3481,O
@industrialinfo.com,O
THE,O
INFORMATION,O
CONTAINED,O
IN,O
THIS,O
E-MAIL,O
IS,O
LEGALLY,O
PRIVILEGED,O
AND,O
CONFIDENTIAL,O
INTENDED,O
ONLY,O
FOR,O
USE,O
OF,O
INDIVIDUAL,O
OR,O
ENTITY,O
NAMED,O
ABOVE.,O
YOU,O
ARE,O
HEREBY,O
NOTIFIED,O
THAT,O
ANY,O
DISSEMINATION,O
DISTRIBUTION,O
COPY,O
TO,O
UNAUTHORIZED,O
ENTITIES,O
STRICTLY,O
PROHIBITED.,O
IF,O
HAVE,O
RECEIVED,O
ERROR,O
PLEASE,O
DELETE,O
IT.,O
-,O
OUTAGE.dbf,O
010402.xls,O
010402R.xls,O
Reservation,O
status,O
has,O
changed.,O
Details,O
of,O
the,O
reservation,O
are,O
listed,O
below,O
:,O
ASSIGNMENTREF,O
30282,O
SELLERCODE,O
AZPS,B-ORG
SELLERDUNS,O
958982563,O
CUSTOMERCODE,O
EPMI,O
CUSTOMERDUNS,O
848921276,O
AFFILIATEFLAG,O
0,O
PATHNAME,O
W,O
/AZPS,O
/AZPS-AZPS,O
/FOURCORNE345,O
-,O
PNPKAPS230,O
/,O
POINTOFRECEIPT,O
FOURCORNE345,O
POINTOFDELIVERY,O
SOURCE,O
FOURCORNERS,O
SINK,O
PNPK,O
CAPACITY,O
25,O
CAPACITYREQUESTED,O
SERVICEINCREMENT,O
HOURLY,O
TSCLASS,O
FIRM,O
TSTYPE,O
POINTTOPOINT,O
