message_id,text,entities,annotation
<32091500.1075842627466.JavaMail.evans@thyme>,"Theresa,

Thanks for the email.  I'm sure Paul has spoken to you by now.... but, Paul 
has sold 100% of this gas based on a Questar price for the entire month of 
November.  So, we [Entrada/Crescendo] will be receiving the IF Questar flat 
price no matter what pipe it flows on for November.  So, for November, it 
doesn't matter to me how you flow the gas, as long as it flows.  If moving 
this gas to NWPL helps you guys and doesn't cut into 100% of their gas 
flowing, then I suppose you can do what you see fit.

joan





Theresa Staab@ENRON","[{'word': 'Paul', 'tag': 'PERSON'}, {'word': 'Theresa Staab', 'tag': 'PERSON'}, {'word': 'joan', 'tag': 'PERSON'}, {'word': 'Entrada/Crescendo', 'tag': 'ORG'}, {'word': 'Questar', 'tag': 'ORG'}, {'word': 'NWPL', 'tag': 'ORG'}]","[('Paul', 'PERSON'), ('Theresa Staab', 'PERSON'), ('joan', 'PERSON'), ('Entrada/Crescendo', 'ORG'), ('Questar', 'ORG'), ('NWPL', 'ORG')]"
<18187125.1075852932188.JavaMail.evans@thyme>,"Dear Wagerlist Visitor:

Sportingbet USA,  one of the 'Net's top online sportsbooks is making
you a very special World Series offer.

Check it out today.  Click on the link below for details on this great
limited time offer:

http://www.sportslynxnet.com/promos/sbusawseries.htm

AOL USERS: Click here for details on the Sportingbet USA World Series Offer


*******************************************************
The Wager List's intentions are to keep you
informed on the latest offers from the 'Net's
top sportsbooks. The most succesful sports
bettors are the one's with the most information
If you do not wish to receive this information,
reply to this email with the words remove in
the subject line.
*******************************************************","[{'word': 'Sportingbet USA', 'tag': 'ORG'}]","[('Sportingbet USA', 'ORG')]"
<26304131.1075842219747.JavaMail.evans@thyme>,"The information for Enron Canada Corp. - Engage Energy Canada, L.P. (""Engage 
Canada"") looks correct with respect to the Master Firm Gas Purchase/Sale 
Agreement.  We are in the process of revising the amended and restated 
agreement between Enron Canada Corp. and Engage Canada.  It should be out 
shortly.

  NOTE:  I think Enron North America Corp. still needs a guarantee from 
Westcoast Gas Inc. to guarantee the trades done on the East desk between ENA 
and Engage Canada.  I believe you wanted that guarantee to be for US$5million 
and I assume that Dan Hyvl is taking care of it.

Thanks,

Mark","[{'word': 'Enron Canada Corp.', 'tag': 'PERSON'}, {'word': 'Engage Energy Canada, L.P.', 'tag': 'PERSON'}, {'word': 'Enron North America Corp.', 'tag': 'PERSON'}, {'word': 'Westcoast Gas Inc.', 'tag': 'PERSON'}, {'word': 'Dan Hyvl', 'tag': 'PERSON'}, {'word': 'Mark', 'tag': 'PERSON'}]","[('Enron Canada Corp.', 'PERSON'), ('Engage Energy Canada, L.P.', 'PERSON'), ('Enron North America Corp.', 'PERSON'), ('Westcoast Gas Inc.', 'PERSON'), ('Dan Hyvl', 'PERSON'), ('Mark', 'PERSON')]"
<9400496.1075855729384.JavaMail.evans@thyme>,"Lucy,

 I want to get the lease data and tenant data updated.  
  
  The critical information is  1.  Move in or lease start date
      2.  Lease expiration date
      3.  Rent
      4.  Deposit 
  
  If you have the info you can
  fill in these items  1.  Number of occupants
      2.  Workplace
      

  All the new leases should be the long form.



 The apartments that have new tenants since these columns have been updated 
back in October are  #3,5,9,11,12,17,21,22,23,25,28,33,38.
  

 I really need to get this by tomorrow.  Please use the rentroll1215 file to 
input the correct information on all these tenants.  And email it to me 
tomorrow.  You should have all this information on their leases and 
applications.  

Phillip","[{'word': 'Lucy', 'tag': 'PERSON'}, {'word': 'Phillip', 'tag': 'PERSON'}, {'word': 'back in October', 'tag': 'DATE'}, {'word': 'tomorrow', 'tag': 'DATE'}]","[('Lucy', 'PERSON'), ('Phillip', 'PERSON'), ('back in October', 'DATE'), ('tomorrow', 'DATE')]"
<30222699.1075840448737.JavaMail.evans@thyme>,"Clarification of Six Sigma Requirement:

Salaried Exempt Employees:  It is mandatory for all salaried exempt employees 
to complete the work on the Siggy CD by July 15, 2001.  Siggy CD knowledge 
check will be available after July 15, 2001.

Salaried Non Exempt Employees:  Although it is not mandatory for salaried non 
exempt employees to complete the work on the Siggy CD, however we 
have made the CD's available for your use if you choose to pursue Green Belt 
Certification.

Hourly Employees:  Although it is not mandatory for Hourly Employees to 
complete the work on the Siggy CD, however we have made the CD's available 
for your use if your choose to pursue Green Belt Certification.

If you have any questions please contact Lourine Saxton at ext. 6874.  If you 
have not yet received your Siggy CD please contact your Manager.","[{'word': 'Lourine Saxton', 'tag': 'PERSON'}, {'word': 'July 15, 2001', 'tag': 'DATE'}]","[('Lourine Saxton', 'PERSON'), ('July 15, 2001', 'DATE')]"
<9657540.1075856100133.JavaMail.evans@thyme>,"Absolutely - Clara should have been included.  I asked for a list of managers 
and above within EGM from Chantelle, and used that for the distribution 
list.  Her list omitted Clara.  All lists that I requested from EGM, ENA and 
EIM were to have also included those being promoted to manager as a result of 
our year-end PRC process.  I don't think that I got consistent info from 
everyone, so I am rechecking names right now and will send Clara a message 
about the meeting as I also clean up any others that were left off of lists.  
Thanks for catching this.  Sally","[{'word': 'Clara', 'tag': 'PERSON'}, {'word': 'Chantelle', 'tag': 'PERSON'}, {'word': 'Sally', 'tag': 'PERSON'}, {'word': 'EGM', 'tag': 'ORG'}, {'word': 'ENA', 'tag': 'ORG'}, {'word': 'EIM', 'tag': 'ORG'}]","[('Clara', 'PERSON'), ('Chantelle', 'PERSON'), ('Sally', 'PERSON'), ('EGM', 'ORG'), ('ENA', 'ORG'), ('EIM', 'ORG')]"
<22722864.1075858607589.JavaMail.evans@thyme>,"Using your numbers:
1.  No.  We won't do that until we think we have to.
2.  Not entirely, they have to meet certain more restrictive tests depending on how they are organized (i.e. how sophisticated are the investors).  A fund group like Fidelity that allows my Mom to invest has to have $1,000,000,000 in assets.  A true hedge fund that limits its investors to those meeting certain sophistication requirements only needs $100,000,000 in total assets.
3. Yes
4. Only if we become ""regulated.""  Currently we still maintain that we are a one-to-many site and are not yet subject to these rules.","[{'word': 'Fidelity', 'tag': 'ORG'}]","[('Fidelity', 'ORG')]"
<12266435.1075840001018.JavaMail.evans@thyme>,"Dave,
Sorry it has taken so long to get back to you.
First, regarding handsets.  Each real-time desk needs 2 handsets.  Kate Symes needs another handset under her desk as well.
Also, I need to have my extension displayed on Kate Symes turret, and on each RT turret as well.  Also on Stewart Rosman's, Greg Wolf's, Les Rawson's and Chris Foster's.  I also need Kate Symes extension displayed on my turret (this is an immediate concern beyond the handsets). Her TRID is #106 ext. 3939, my TRID is #140 ext. 3730.
I will address our treatment of handsets with the group.
Feel free to grab me this afternoon before 4PM for a meeting if you still have time.
Thanks for the help.
Bill","[{'word': 'Dave', 'tag': 'PERSON'}, {'word': 'Kate Symes', 'tag': 'PERSON'}, {'word': 'Stewart Rosman', 'tag': 'PERSON'}, {'word': 'Greg Wolf', 'tag': 'PERSON'}, {'word': 'Les Rawson', 'tag': 'PERSON'}, {'word': 'Chris Foster', 'tag': 'PERSON'}, {'word': 'Bill', 'tag': 'PERSON'}]","[('Dave', 'PERSON'), ('Kate Symes', 'PERSON'), ('Stewart Rosman', 'PERSON'), ('Greg Wolf', 'PERSON'), ('Les Rawson', 'PERSON'), ('Chris Foster', 'PERSON'), ('Bill', 'PERSON')]"
<18767246.1075849639602.JavaMail.evans@thyme>,"Dear John,

We are delighted to welcome you to the premier art and antiques
marketplace at Circline.

Circline,s $300 million inventory continues to be the most comprehensive
source of fine and decorative art available on the Internet.  The pieces
on our site come from over 700 of the world,s finest dealers and are
always authenticated and guaranteed.

Please take a moment to verify that your registration information is
correct:

Your Username : john.griffith@enron.com
Your Password : harris

If you would like to change any information in your member profile, you
may go to &Your Account8 on our home page or click here:
http://www.circline.com/universal/1e6yourProfile.asp

We invite you to visit our award-winning site and let us find the perfect
piece for you at http://www.circline.com.


Sincerely,

Circline Client Services
info@circline.com","[{'word': 'John Griffith', 'tag': 'PERSON'}, {'word': 'Circline', 'tag': 'ORG'}]","[('John Griffith', 'PERSON'), ('Circline', 'ORG')]"
<6920931.1075841314937.JavaMail.evans@thyme>,"To whom it may concern:

For January 2, 2002, the in order to pass phase II within the CISO market, I agreed to take a schedule from the DA to the HA in NP15 with the APX.  The schedule is for 17mw on peak.  I built a load zone in PGE3 (ST Cali) and took the trade with the APX to zero.  Please be sure to reempliment the original schedule.  I spoke with Max @ the APX and the schedule was changed because the APX could not verify the schedule with their customer (Sierra Pacific Holdings).  If you have any questions please give me a call.

Bert","[{'word': 'Max', 'tag': 'PERSON'}, {'word': 'Bert', 'tag': 'PERSON'}, {'word': 'January 2, 2002', 'tag': 'DATE'}, {'word': 'PGE3 (ST Cali)', 'tag': 'LOCATION'}, {'word': 'CISO', 'tag': 'ORG'}, {'word': 'DA', 'tag': 'ORG'}, {'word': 'HA', 'tag': 'ORG'}, {'word': 'NP15', 'tag': 'ORG'}, {'word': 'APX', 'tag': 'ORG'}, {'word': 'Sierra Pacific Holdings', 'tag': 'ORG'}]","[('Max', 'PERSON'), ('Bert', 'PERSON'), ('January 2, 2002', 'DATE'), ('PGE3 (ST Cali)', 'LOCATION'), ('CISO', 'ORG'), ('DA', 'ORG'), ('HA', 'ORG'), ('NP15', 'ORG'), ('APX', 'ORG'), ('Sierra Pacific Holdings', 'ORG')]"
<29585905.1075845286893.JavaMail.evans@thyme>,"The following individuals are confirmed for this weekend's Heights 5K Fun Run.  If you wish to participate and you are an ERC member in good standing, you may do so by signing up on your own and seeking reimbursement from the ERC.

Avery	Janell	
Ayala-Nelson	Catalina	
Bibb	Akasha	
Cabrera	Reyna	
Denetsosie	Troy	
Edison	Andrew	
Edison	Susan	
Faria	Silvana de Castro	
Foster	Danny	
Foster	Rob	
Furey	Denise	
Golding	Chris	
Gonzalez	Veronica	
Harris	Kim	
Hoskins	Brian	
Kachinski	Joe	
Kalmans	Lewis	
Klicker	Karl	
Kottong	Michael	
Lawson	Brad	
Messer	Bruno	
Mundim	Milson	
Nelson	Charles	
Nickell	Jeanette	
Quinn	Kristin	
Richard	Jim	
Richardson	Cindy	
Roland	David	
Sanchez	Monique	
Saunders	Jim	
Schroeder	Doug	
Scott	Susan	
Snow	Karen	
Stadnick	Dave 	
Stewart	Jennifer	
Taylor	Brent	
Toward	Theresa	
Vargas	Laura	
Watkins	Rebecca","[{'word': 'Avery Janell', 'tag': 'PERSON'}, {'word': 'Ayala-Nelson Catalina', 'tag': 'PERSON'}, {'word': 'Bibb Akasha', 'tag': 'PERSON'}, {'word': 'Cabrera Reyna', 'tag': 'PERSON'}, {'word': 'Denetsosie Troy', 'tag': 'PERSON'}, {'word': 'Edison Andrew', 'tag': 'PERSON'}, {'word': 'Edison Susan', 'tag': 'PERSON'}, {'word': 'Faria Silvana de Castro', 'tag': 'PERSON'}, {'word': 'Foster Danny', 'tag': 'PERSON'}, {'word': 'Foster Rob', 'tag': 'PERSON'}, {'word': 'Furey Denise', 'tag': 'PERSON'}, {'word': 'Golding Chris', 'tag': 'PERSON'}, {'word': 'Gonzalez Veronica', 'tag': 'PERSON'}, {'word': 'Harris Kim', 'tag': 'PERSON'}, {'word': 'Hoskins Brian', 'tag': 'PERSON'}, {'word': 'Kachinski Joe', 'tag': 'PERSON'}, {'word': 'Kalmans Lewis', 'tag': 'PERSON'}, {'word': 'Klicker Karl', 'tag': 'PERSON'}, {'word': 'Kottong Michael', 'tag': 'PERSON'}, {'word': 'Lawson Brad', 'tag': 'PERSON'}, {'word': 'Messer Bruno', 'tag': 'PERSON'}, {'word': 'Mundim Milson', 'tag': 'PERSON'}, {'word': 'Nelson Charles', 'tag': 'PERSON'}, {'word': 'Nickell Jeanette', 'tag': 'PERSON'}, {'word': 'Quinn Kristin', 'tag': 'PERSON'}, {'word': 'Richard Jim', 'tag': 'PERSON'}, {'word': 'Richardson Cindy', 'tag': 'PERSON'}, {'word': 'Roland David', 'tag': 'PERSON'}, {'word': 'Sanchez Monique', 'tag': 'PERSON'}, {'word': 'Saunders Jim', 'tag': 'PERSON'}, {'word': 'Schroeder Doug', 'tag': 'PERSON'}, {'word': 'Scott Susan', 'tag': 'PERSON'}, {'word': 'Snow Karen', 'tag': 'PERSON'}, {'word': 'Stadnick Dave', 'tag': 'PERSON'}, {'word': 'Stewart Jennifer', 'tag': 'PERSON'}, {'word': 'Taylor Brent', 'tag': 'PERSON'}, {'word': 'Toward Theresa', 'tag': 'PERSON'}, {'word': 'Vargas Laura', 'tag': 'PERSON'}, {'word': 'Watkins Rebecca', 'tag': 'PERSON'}, {'word': 'ERC', 'tag': 'ORG'}]","[('Avery Janell', 'PERSON'), ('Ayala-Nelson Catalina', 'PERSON'), ('Bibb Akasha', 'PERSON'), ('Cabrera Reyna', 'PERSON'), ('Denetsosie Troy', 'PERSON'), ('Edison Andrew', 'PERSON'), ('Edison Susan', 'PERSON'), ('Faria Silvana de Castro', 'PERSON'), ('Foster Danny', 'PERSON'), ('Foster Rob', 'PERSON'), ('Furey Denise', 'PERSON'), ('Golding Chris', 'PERSON'), ('Gonzalez Veronica', 'PERSON'), ('Harris Kim', 'PERSON'), ('Hoskins Brian', 'PERSON'), ('Kachinski Joe', 'PERSON'), ('Kalmans Lewis', 'PERSON'), ('Klicker Karl', 'PERSON'), ('Kottong Michael', 'PERSON'), ('Lawson Brad', 'PERSON'), ('Messer Bruno', 'PERSON'), ('Mundim Milson', 'PERSON'), ('Nelson Charles', 'PERSON'), ('Nickell Jeanette', 'PERSON'), ('Quinn Kristin', 'PERSON'), ('Richard Jim', 'PERSON'), ('Richardson Cindy', 'PERSON'), ('Roland David', 'PERSON'), ('Sanchez Monique', 'PERSON'), ('Saunders Jim', 'PERSON'), ('Schroeder Doug', 'PERSON'), ('Scott Susan', 'PERSON'), ('Snow Karen', 'PERSON'), ('Stadnick Dave', 'PERSON'), ('Stewart Jennifer', 'PERSON'), ('Taylor Brent', 'PERSON'), ('Toward Theresa', 'PERSON'), ('Vargas Laura', 'PERSON'), ('Watkins Rebecca', 'PERSON'), ('ERC', 'ORG')]"
<24372314.1075845394067.JavaMail.evans@thyme>,"POSREP HOEGH GALLEON 12TH. APRIL 1200LT (1500UTC)

A) Position at noon        : N 26 52 W 071 24
B) Dist. from last noon    : 400 n. miles (24 HRS.)
C) Dist. to go to next port: 11364 n.miles
D) Eta next port           :April 16th. 0001lt.
E) 1:Average sea/weather   :Wind: SE 2, Sea: SE 1
   2:Average speed         :16,67 knots / average RPM 82,38
   3:B.O.G. consumed       :205,851M3
   4:F.O. consumed         :44 mt.
   5:G.O. consumed         :nil
   6:Average vapor press. Tk. 1:0,110 bar. Average liq. temp:-158,5
                          Tk. 2:0,109                       :-158,6
                          Tk. 3:0,109                       :-158,6
                          Tk. 4:0,107                       :-158,6
                          Tk. 5:0,109                       :-158,5
Brgds Oe. Hansen
Master

E-mail: master.gall@hoegh.no
Teleph: Inmarsat tel.no. 330853910
Fax   : Inmarsat fax no. 330853913
Telex : Inmarsat B telex no.330853915
Telex : Inmarsat C telex no.430853910 (24hrs.watch)","[{'word': 'Oe. Hansen', 'tag': 'PERSON'}, {'word': '12TH. APRIL', 'tag': 'DATE'}, {'word': 'April 16th. 0001lt', 'tag': 'DATE'}]","[('Oe. Hansen', 'PERSON'), ('12TH. APRIL', 'DATE'), ('April 16th. 0001lt', 'DATE')]"
<5127209.1075861728773.JavaMail.evans@thyme>,"Dan hasn't expressed that he feels like he'll be laid off to me.  You know, who knows what will happen.  I feel like whatever is meant to be will happen.  I don't know what Carol will be doing, she's just homebasing out of 38.  I'll be here this week, but like you, I feel like it'll be very quiet, so maybe I can get some things done too.  I have Christmas cards to do!  We took family pictures yesterday.  My brother and family were in their Salvation Army uniforms.

Please keep me informed if you hear anything, and I will do the same.","[{'word': 'Dan', 'tag': 'PERSON'}, {'word': 'Carol', 'tag': 'PERSON'}, {'word': '38', 'tag': 'LOCATION'}, {'word': 'Salvation Army', 'tag': 'ORG'}]","[('Dan', 'PERSON'), ('Carol', 'PERSON'), ('38', 'LOCATION'), ('Salvation Army', 'ORG')]"
<110059.1075861083476.JavaMail.evans@thyme>,"During the March 7 meeting we reviewed the 'Proposed Accounting Timeline', which is part of the Project Update dated March 7, 2002.  The proposed timeline at the bottom of the page shows that 'Imbalance Trading Ends' on the 16th calendar day of the month.

GISB Standard 2.3.41 states that imbalance trading should be allowed through at least the 17th business day of the month.  The language of the standard is as follows:

""Standard 2.3.41  Transportation Service Providers should provide the ability to post and trade imbalances until at least the close of the seventeenth business day of the month.""

This timing will need to be incorporated into the timeline.

Thanks,
Theresa","[{'word': 'Theresa', 'tag': 'PERSON'}, {'word': 'March 7, 2002', 'tag': 'DATE'}, {'word': 'the 16th calendar day of the month', 'tag': 'DATE'}, {'word': 'at least the 17th business day of the month', 'tag': 'DATE'}, {'word': 'GISB', 'tag': 'ORG'}]","[('Theresa', 'PERSON'), ('March 7, 2002', 'DATE'), ('the 16th calendar day of the month', 'DATE'), ('at least the 17th business day of the month', 'DATE'), ('GISB', 'ORG')]"
<15114427.1075844936679.JavaMail.evans@thyme>,"EOTT's first quarter earnings release is scheduled for Monday, May 15 before 
the market opens.

We will also host a conference call at EOTT's offices on May 15 to discuss 
first quarter results.  The call is tentatively scheduled for 9:30 AM CST.  
Mike Burke, Dana Gibbs, Susan Ralph and Lori Maddox should plan meet in the 
conference room by Mike's office 10 to 15 minutes before the call begins 
(others copied on this note do not need to attend, but are welcome to call in 
or listen over the webcast - info. to follow on dial-in number/instructions).

Scott Vonderheide
(713) 853-4863","[{'word': 'Mike Burke', 'tag': 'PERSON'}, {'word': 'Dana Gibbs', 'tag': 'PERSON'}, {'word': 'Susan Ralph', 'tag': 'PERSON'}, {'word': 'Lori Maddox', 'tag': 'PERSON'}, {'word': 'Scott Vonderheide', 'tag': 'PERSON'}, {'word': 'Monday, May 15', 'tag': 'DATE'}, {'word': 'May 15', 'tag': 'DATE'}, {'word': 'EOTT', 'tag': 'ORG'}]","[('Mike Burke', 'PERSON'), ('Dana Gibbs', 'PERSON'), ('Susan Ralph', 'PERSON'), ('Lori Maddox', 'PERSON'), ('Scott Vonderheide', 'PERSON'), ('Monday, May 15', 'DATE'), ('May 15', 'DATE'), ('EOTT', 'ORG')]"
<10268644.1075852456422.JavaMail.evans@thyme>,"Sorry, I gave a bum lead....... as the facts unfold, it looks like this deal relates to a Volumetric Production Payment transaction  and equity investment done out of Scott Josey's group...the properties involved are located in Utah and Colorado..............the ""Crescendo entity"" is managed by non-Enron personnel.  From my discussions with Scott Josey this a. m., it appears that Crescendo management has been using outside local counsel to determine the relative rights as between Crescendo who owns the oil and gas rights and Sullivan who holds the helium rights via a lease arrangement with the BLM............Andy Edison, as of this morning, is on-point according to Scott Josey....Scott Josey's group is an ENA group.
best regards   bng","[{'word': 'Scott Josey', 'tag': 'PERSON'}, {'word': 'Crescendo', 'tag': 'PERSON'}, {'word': 'Sullivan', 'tag': 'PERSON'}, {'word': 'Andy Edison', 'tag': 'PERSON'}, {'word': 'Utah', 'tag': 'LOCATION'}, {'word': 'Colorado', 'tag': 'LOCATION'}, {'word': 'Enron', 'tag': 'ORG'}, {'word': 'BLM', 'tag': 'ORG'}, {'word': 'ENA', 'tag': 'ORG'}]","[('Scott Josey', 'PERSON'), ('Crescendo', 'PERSON'), ('Sullivan', 'PERSON'), ('Andy Edison', 'PERSON'), ('Utah', 'LOCATION'), ('Colorado', 'LOCATION'), ('Enron', 'ORG'), ('BLM', 'ORG'), ('ENA', 'ORG')]"
<28021228.1075846930141.JavaMail.evans@thyme>,"I have received executed copies of the following assignments of certain EOL 
trades (physical and financial):

1.  Assignment and Assumption Agreement dated as of December 29, 1999 by and 
among Aquila Risk Management Corporation (""Assignor"") and Aquila Energy 
Marketing Corporation (""Assignee"") and Houston Pipe Line Company

2.  Assignment and Assumption Agreement dated as of December 29, 1999 by and 
among Aquila Energy Marketing Corporation (""Assignor"") and Aquila Risk 
Management Corporation (""Assignee"") and Enron North America Corp.

3.  Assignment and Assumption Agreement dated as of December 29, 1999 by and 
among Aquila Canada Corporation (""Assignor"") and Aquila Energy Marketing 
Corporation (""Assignee"") and Enron North America Corp.

Copies of these assignments will be sent to the usual distribution group.","[{'word': 'December 29, 1999', 'tag': 'DATE'}, {'word': 'Aquila Risk Management Corporation', 'tag': 'ORG'}, {'word': 'Aquila Energy Marketing Corporation', 'tag': 'ORG'}, {'word': 'Houston Pipe Line Company', 'tag': 'ORG'}, {'word': 'Enron North America Corp', 'tag': 'ORG'}, {'word': 'Aquila Canada Corporation', 'tag': 'ORG'}]","[('December 29, 1999', 'DATE'), ('Aquila Risk Management Corporation', 'ORG'), ('Aquila Energy Marketing Corporation', 'ORG'), ('Houston Pipe Line Company', 'ORG'), ('Enron North America Corp', 'ORG'), ('Aquila Canada Corporation', 'ORG')]"
<24312053.1075863232209.JavaMail.evans@thyme>,"Various discussions took place Friday afternoon as to advisability of inserting a provision designed to bind (or at least make an attempt to bind ) current Counterparty Guarantors to obligations under the Adoption Agreement/ERMT Master Agreements.  

A quick fix that ""hopefully"" does not significantly disrupt the work you may have already done on your Adoption Agreements is to insert the language contained in the attached document just below the signature lines of all Adoption Agreements, only in those cases where the Master being adopted is currently supported by a guaranty issued by Counterparty's parent or other credit support provider/guarantor.  The required revisions to the form language should be fairly self-explanatory, but please call me with any questions.

If you see problems with the specific language (not the idea) of the Addendum, please call me ASAP. 

Thanks for your understanding and assistance,

Steve","[{'word': 'Steve', 'tag': 'PERSON'}, {'word': 'Friday afternoon', 'tag': 'DATE'}]","[('Steve', 'PERSON'), ('Friday afternoon', 'DATE')]"
<32322040.1075861689519.JavaMail.evans@thyme>,"John,


I went through the code and realized that the change to show months with 0 value is a little big change and cannot be done in hours. The problem I see is that when portcalc values a post id, it does not create any data in database for the months where you do not have positions. What it means it can be done but it will take minimum 3-4 days to make the changes, test it and give it to you. Also it will slow down option grid a little more as I need to build rows with 0 values which are not in database. I just wanted to give you an update and I will talk to Karima & Francis to let them know how we are going to handle it.

Let me know if you have any questions.","[{'word': 'John', 'tag': 'PERSON'}, {'word': 'Karima', 'tag': 'PERSON'}, {'word': 'Francis', 'tag': 'PERSON'}]","[('John', 'PERSON'), ('Karima', 'PERSON'), ('Francis', 'PERSON')]"
<32850057.1075852637454.JavaMail.evans@thyme>,"Hi Jeff-

How are you?  I haven't quite melted yet, but I am coming close. It has been very hot here, but I know I can't expect to get any sympathy from someone who lives in Texas.

Thank you for thinking of me in regards to Sen. Schumer's fundraising.  What is his fundraiser's name?  I may know her or of her at least.  The political fundraising world is pretty small.

I am not sure what to make of the sunglasses comment because via email I can't tell if you were joking or serious.  But in either case, the answer is no.

Anyway, thanks again for thinking of me.  Hope all is well with you.

 -Jennie","[{'word': 'Jeff', 'tag': 'PERSON'}, {'word': 'Sen. Schumer', 'tag': 'PERSON'}, {'word': 'Texas', 'tag': 'LOCATION'}]","[('Jeff', 'PERSON'), ('Sen. Schumer', 'PERSON'), ('Texas', 'LOCATION')]"
<16765375.1075861971526.JavaMail.evans@thyme>,"Attached is a revised services agreement to reflect your comments - you
will note that I don't know the actual corporate name or form for Enron Net
Works, so that will need to confirmed.  Please let me know if you have any
further thoughts or comments on the attached.  Thanks.




**********NOTE**********
The information contained in this email message is intended only
for use of the individual or entity named above.  If the reader
of this message is not the intended recipient, or the employee or
agent responsible to deliver it to the intended recipient, you
are hereby notified that any dissemination, distribution or
copying of this communication is strictly prohibited.  If you
have received this communication in error, please immediately
notify us by telephone (214-746-7700), and destroy the original
message. Thank you.


(Administrative Services Agreement) (See attached file: 5z6%04!.DOC)
(Administrative Services Agreement) (See attached file: 5z6%RTF.DOC)
 - 5z6%04!.DOC 
 - 5z6%RTF.DOC","[{'word': 'Enron Net Works', 'tag': 'ORG'}]","[('Enron Net Works', 'ORG')]"
<3452835.1075843444809.JavaMail.evans@thyme>,"Hi everyone.

It's that time.  Catered dinners are coming up next week.  Monday, April
30th to Thursday, May 3rd.  The dinners will be held in the Wells Fargo
Room from 7:30pm to 8:15pm

Now I know you're thinking, the time is great, because it's during your
break.  The location is great, because, it's in the very building that you
will be in.  And the price is awesome, it's FREE!  There's absolutely no
reason not to be there.  (Other than the fact, some of your fellow
classmates might be there. (-;   )

And here's the theme for each night.

Monday - Mexican Fiesta
Tuesday - Vegetarian Delight
Wednesday - Italian Buffet
Thursday - Delectable Delicacies

Yummy!  Hope you can make at least one night.  Two is great.  If you make
all four there's something wrong.

Seung Lee
Haas School of Business
Evening MBA Program","[{'word': 'Seung Lee', 'tag': 'PERSON'}, {'word': 'next week', 'tag': 'DATE'}, {'word': 'Monday, April 30th', 'tag': 'DATE'}, {'word': 'Thursday, May 3rd', 'tag': 'DATE'}, {'word': 'Wells Fargo Room', 'tag': 'LOCATION'}, {'word': 'Haas School of Business', 'tag': 'ORG'}]","[('Seung Lee', 'PERSON'), ('next week', 'DATE'), ('Monday, April 30th', 'DATE'), ('Thursday, May 3rd', 'DATE'), ('Wells Fargo Room', 'LOCATION'), ('Haas School of Business', 'ORG')]"
<24719320.1075846088704.JavaMail.evans@thyme>,"Suzanne,

On my desk (on the window side) you will find a bound volume of a contract 
for 24 turbine generator sets (between GE and a bank with a long name).  
Could you please fed ex it to Peter Thompson at A&K in DC.  Peter, could you 
please give Suzanne the information of where to send it.

Pete, this will give you a full set of exhibits, since you don't have 
everything.

Suz, you don't have to make a copy, as I believe that copy to be an extra.  
If we need a copy Pete can send us a copy later.

Thanks,

Kay","[{'word': 'Suzanne', 'tag': 'PERSON'}, {'word': 'Peter Thompson', 'tag': 'PERSON'}, {'word': 'A&K', 'tag': 'PERSON'}, {'word': 'Pete', 'tag': 'PERSON'}, {'word': 'Kay', 'tag': 'PERSON'}, {'word': 'DC', 'tag': 'LOCATION'}, {'word': 'GE', 'tag': 'ORG'}]","[('Suzanne', 'PERSON'), ('Peter Thompson', 'PERSON'), ('A&K', 'PERSON'), ('Pete', 'PERSON'), ('Kay', 'PERSON'), ('DC', 'LOCATION'), ('GE', 'ORG')]"
<27061331.1075863295389.JavaMail.evans@thyme>,"If you are trying to make changes to ANY deals today you may have some trouble saving your changes.  If you get a prompt saying you can't save this deal b/c of missing LEGAL ENTITY data.  Do the following

1.  Go to the RISK  tabl
2.  the second white entry portion (from the bottom) will allow you to enter Primary Legal Entity
3.  In this section type in the Counterparty (example Allegheny, EPMI Short Term Southwest, EPMI Long Term California, whoever you are doing business with)

If you have any problems let me know.  Thanks.

P.S.  This should be fixed tomorrow.

Kysa M. Alport
Enron North America
(O) 503-464-7486
(C) 503-706-5308","[{'word': 'Kysa M. Alport', 'tag': 'PERSON'}, {'word': 'Enron North America', 'tag': 'ORG'}]","[('Kysa M. Alport', 'PERSON'), ('Enron North America', 'ORG')]"
<14867280.1075847047335.JavaMail.evans@thyme>,"I'm afraid I'm still none the wiser . Anyway , points of history : (1) Yes , 
we did , technically , lose the American War of Independence but it was 
because we got sick of it and had other ""fish to fry"" in Asia and Africa , 
plus it was really a civil war because the people who ""beat"" us were , 
largely , first or second generation ""Americans"" and , therefore ,  Brits 
(for example , George Washington's family home is still there close to my 
home town of Sunderland in North-East England ) and (2) we never lost to the 
French , we agreed to give them the worst bit - Quebec - in return for some 
tastier possessions elsewhere .

Yours respectfully

Jon


   
	Enron Capital & Trade Resources 
	Canada Corp.","[{'word': 'George Washington', 'tag': 'PERSON'}, {'word': 'Jon', 'tag': 'PERSON'}, {'word': 'Sunderland', 'tag': 'LOCATION'}, {'word': 'North-East England', 'tag': 'LOCATION'}, {'word': 'Enron Capital & Trade Resources', 'tag': 'ORG'}, {'word': 'Canada Corp.', 'tag': 'ORG'}]","[('George Washington', 'PERSON'), ('Jon', 'PERSON'), ('Sunderland', 'LOCATION'), ('North-East England', 'LOCATION'), ('Enron Capital & Trade Resources', 'ORG'), ('Canada Corp.', 'ORG')]"
