message_id,text,sentiment
<17581358.1075859665445.JavaMail.evans@thyme>,"Attached is language which can be included in transactions involving power 
trades (physical or financial) which provides for the following:

1. Alberta market opening condition in favour of Enron Canada for January 1, 
2001; and
2. after market opening, provision for suspension of obligations in case 
there is a legislative or regulatory event affecting the Sundance ""B"" PPA 
which materially adversely impacts our ability to dispatch or sell the power 
of the Sundance ""B"" PPA.

There is, of course, some risk that counterparties will want these provisions 
to be bi-lateral, which could introduce the ability for the counterparty to 
use these concepts to avoid the transaction if, for example, the market moves 
against them.

Regards,
Peter",neutral
<1306903.1075851967471.JavaMail.evans@thyme>,"Rick:

With respect to CN:   They were eager to meet with us to talk about a JV, and 
joint advocacy of competitive issues in the regulatory arena.    We exchanged 
information (white paper, rate design theories, etc).   I talked to CN's 
attorney last week, and he said that their management had been slow in 
getting back to him on this (even though they were pushing the idea 
initially).   He speculated that they were waiting to see the STB's new 
merger rules before getting together with us.   In any event, he said he 
would get back to me on this.

I left word with Dan on this last week.

Let me know  if you have any questions.

Lisa",neutral
<27061331.1075863295389.JavaMail.evans@thyme>,"If you are trying to make changes to ANY deals today you may have some trouble saving your changes.  If you get a prompt saying you can't save this deal b/c of missing LEGAL ENTITY data.  Do the following

1.  Go to the RISK  tabl
2.  the second white entry portion (from the bottom) will allow you to enter Primary Legal Entity
3.  In this section type in the Counterparty (example Allegheny, EPMI Short Term Southwest, EPMI Long Term California, whoever you are doing business with)

If you have any problems let me know.  Thanks.

P.S.  This should be fixed tomorrow.

Kysa M. Alport
Enron North America
(O) 503-464-7486
(C) 503-706-5308",neutral
<10689485.1075851883019.JavaMail.evans@thyme>,"?
?
?
?
?
?
?
?
Hi all, Merry Christmas.? I've had several  requests for the SHS email list.? 
I'm not really very good at this computer  stuff.? The only way I could 
figure out how to send?the addresses to  all that have requested them is to 
send this little message?with?the  addresses attached.? I'm sure there is a 
more ""techie"" and acceptable way  but...I am blonde now you know.? Once 
again, Merry Christmas, Happy New  Year and most of all, God bless you richly 
with wonderful friends, family and  His peace.? Love to you all...Diane
 - Holiday Letter Bkgrd.gif",positive
<26484226.1075855280232.JavaMail.evans@thyme>,"Scheduling Issue:	

	1024	MIRANT(Rala) told me that they could not schedule anymore transactions with me.
		She confirmed they were defaulting on their contracts.

	1050	Informed DYPMI(Katherine) that MIRANT was defaulting on their contracts thus preventing
		me from fulfilling my obligation to DYPMI.

	1200	Russell spoke to the DYPMI trader to discuss LD protocol.



		Option Issue:

	904	MIRANT(Blake Mason) would not accept my exercising of an option.  He confirmed they 
		were defaulting on a firm LD product.

	1051	Told WESCO(Sherry) that MIRANT's defaulting prevented me from fulfilling my obligation  
		to them.

	1200	WESCO(Sherry) informed me WESCO was going to LD ENRON.",negative
<18706831.1075858868119.JavaMail.evans@thyme>,"NATIONAL JOURNAL'S TECHNOLOGY DAILY 
DAILY FEATURE
is now available on nationaljournal.com:
Click Here: http://nationaljournal.com/pubs/techdaily/



TECH DAILY AFTERNOON FEATURE:
International Roundup: Senior Writer William New looks at how the British
government aims to require more data storage by its communication service
providers.
click here to go directly to the feature -
http://nationaljournal.com/pubs/techdaily/features/international/internat011
017.htm


TODAY ON NATIONALJOURNAL.COM:
 INSIDER INTERVIEW: What's Ahead For Tom Ridge
   http://nationaljournal.com/members/news/2001/10/1017insider.htm

 AD SPOTLIGHT: Thune Kicks Off His 2002 Senate Campaign
   http://nationaljournal.com/members/adspotlight/2001/10/1017jtsd1.htm



To stop receiving these E-mail Alerts:

Reply to this message and include the word ""unsubscribe"" (without quotes)
in the BODY of the message. 

National Journal's Technology Daily is published daily by National Journal
Group Inc. For more information about National Journal Group's
publications, go to http://www.nationaljournal.com.",neutral
<3539887.1075861194580.JavaMail.evans@thyme>,"RBowers@nyiso.com writes to the NYISOTECHEXCHANGE Discussion List:

In its Order on Rehearing issued by FERC in Docket ER00-1969-002 on
November 8, 2001, the Commission directed the NYISO to re-calculate
operating reserve charges for March 2000 within 15 days.

The  NYISO  initiated  the  rebilling of March 2000 settlements through the
settlement  adjustment  process  on  the  afternoon  of  November 21, 2001.
Advisory  billing  statements  have  been posting to customer web locations
since  midnight November 22, 2001.  The NYISO anticipates completion of the
March 2000 settlement adjustment at approximately 18:00, November 23, 2001.
Posting  of  advisory billing statements will continue through the evening,
but should complete by 23:00.  Invoices are scheduled to be posted for this
settlement adjustment on, or about, December 7, 2001.

Regards,
Randy A. Bowers
Manager - Customer Settlements",neutral
<24924537.1075856782862.JavaMail.evans@thyme>,"Thank you for your message. The credit card I want to use is currently stored
in your system. When I want to update the billing information with this card
number, I am getting the answer: Credit card already in use. The card is in
good standing and there is absolutely no problem with this card and there was
never any problem. I don't understand why your system failed. I think that
this is your problem, not mine.

DISCOVER
Last 4 digits: 0057.
Expiration: 05/02

Sincerely,

W. Kaminski
P.S. I have just called Discover and was told the account is in pefect shape
(as expected). As I have said,  you must have a bug in your system.",negative
<12852426.1075844351646.JavaMail.evans@thyme>,"Attached in WordPerfect are blacklines of the final forms of the following 
documents marked to show changes from the March 30 versions.  These documents 
have been agreed to by Mayer Brown.  (Please note that these same documents 
will follow in Word by separate email).

1.  Subscription Documents (234556);
2.  Swap Confirmation (235317);
3.  Form Swap Confirmation (233288);
4.  Trust Agreement (232340);
5.  Facility Agreement (232330);
6.  Put Option Agreement (535217);
7.  Asset LLC Agreement (232928);
8.  McGarret I LLC Agreement (235313); and
9.  Drawdown Request (235066).


Deborah Lowe
Andrews & Kurth L.L.P.
1717 Main Street, Suite 3700
Dallas, Texas  75201
(214) 659-4427
(214) 659-4401 (Fax)

 - 535217.wpd
 - 232340.wpd
 - 232928.wpd
 - 233288.wpd
 - 234566.wpd
 - 235066.wpd
 - 235313.wpd
 - 235317.wpd
 - 232330.wpd",neutral
<28194741.1075840417031.JavaMail.evans@thyme>,"Grigs,

I talked to Lambie (our resident produciton and reserve expert) about this and he thought it was highly unlikely that producers would shut in eastern rocks production for a couple of reasons. Apparently, if you shut in coal bed methane production there is a serious risk that the well will ""water out"" either ruining the well or causing 6 months to a year of production delays. Also, it seem logistically unlikely due to the small production volumes associated with each individual well (100-500 mm/d). In Chris's opinion coal bed methane would be some of the last production we would ever see shut in. Hope this helps. Let me know if you learn anything further.

Chris",neutral
<22894940.1075840778055.JavaMail.evans@thyme>,"Michelle,
I agree with you that we need to run AT LEAST 500 iterations.  But I did not
realize that it took 16 hours to run 100 iterations. Helen and I talked earlier about
using parallel computing technique to split the algorithm into smaller parts and
run the parts separately on different processors, then aggregate the results.
This procedure makes better use of computer power and saves time. Looks like
we have to do it this way now.  Buying a more powerful computer helps but 
does not solve the problem. 

In addition, we might want to re-consider if writing the code in VB is optimal.
I was assured at the very beginning that VB runs as fast (if not faster) as C,
but some re-assurance from IT group on this issue is helpful.

Best,
Alex",neutral
<11898309.1075840953436.JavaMail.evans@thyme>,"Thank you for your order with Kingshill. Your details have been recorded as follows: 
Date: Thursday, February 07, 2002 
Name: Mrs Louise Nettelton 
Telephone: 07778757656 
Email: louise@enron.com 
Order No: 3507 
********************* 
Code: Y04537P 
Item: SLIM SKIRT    
* Pale Pink 
* 18 
Quantity: 1 
Price: 255.00 
Code: Y40354T 
Item: SAND SWEATER    
* Sand 
* L 
Quantity: 1 
Price: 95.00 
Code: Y99930T 
Item: DRIVING SHOE 
* Sand 
*  8 (41) 
Quantity: 1 
Price: 69.00 
Code: Y04536P 
Item: STAND COLLAR JACKET    
* Pale Pink 
* 18 
Quantity: 1 
Price: 519.00 
Code: Y40356D 
Item: SCOOP NECK TUNIC    
* Beige 
* L 
Quantity: 1 
Price: 109.00 
Code: Y40350B 
Item: GARTER STRETCH TUNIC    
* Navy 
* L 
Quantity: 1 
Price: 155.00 
********************* 
Tax: 0.00 
Shipping: 0.00 
Total: 1,202.00 
If you have any questions, please contact us.",positive
<6583549.1075852039209.JavaMail.evans@thyme>,"Hi Stacey,

Zhiyun Yang has given me your e-mail address recently.

I am interested in your company and would like to meet with you to discuss
my background and possibility of joining Enron.  My background is diverse: I
have five years of experience in financial analysis in banking industry and
three years of Risk Management at PacifiCorp.  I also have strong computer
skills and I am a problem solver.  In terms of education, I am pursuing MS
in Decision Analysis at Portland State University.  I am looking for a
position utilizing my analytical and computational skills at a dynamic
company such as Enron.

Thank you for your time and I am looking forward hearing from you.


 

 - Hasnah Mat-Amin.doc",positive
<14682501.1075840785540.JavaMail.evans@thyme>,"Good morning Richard:

Your resume was forwarded to Vince Kaminski and the Research group
and they would like to conduct a telephone interview with you at your
convenience.

Please give me some dates and times that you would be available and
I will coordinate the schedule.  Also, the telephone number you wish to be
contacted at.  

The telephone interview will be last approximately an hour and the 
interviewers would be:

Vince Kaminski		Managing Director, Research
Stinson Gibner		Vice President, Research
Vasant Shanbhogue	Vice President, Research

Thanks Richard and we look forward to hearing from you.

Regards,

Shirley Crenshaw
Administrative Coordinator
Enron Research Group
713-853-5290
email:  Shirley.Crenshaw@enron.com",positive
<26960991.1075860198998.JavaMail.evans@thyme>,"Good morning,

Just a heads up to let you know that there is a new product type awaiting 
your approval (currently ""Partially Approved"") in EnronOnline Datamanager. It 
is an Australian power financial spread product (#2001) and will be an 
inter-regional spread using the existing financial power swap products i.e. 
VIC, SA, NSW & QLD peak & flat products as the underlying contracts.

Our senior legal counsel in the Sydney office, David Minns, has indicated 
that the existing GTC for Australian power products (see attached) can also 
be used for this new product type.

I would appreciate it if you could review this as soon as possible. Please 
let me know if you require anything further.

Note, a sigma factor (4.07) has been assigned by RAC which will be amended 
after the product type has been approved.

Regards,

Justin Timothy
PCG - Sydney",neutral
<29546882.1075852825755.JavaMail.evans@thyme>,"Dear Kevin,     This  Personalized Re-order Page was created just for you.   Simply  click on your secure personal link button above and start the easy process  of ordering your contact lenses online.   If  you have any questions, please contact one of our Internet specialists  by either replying to this message or calling us toll free at 1-800-CONTACTS.    Our  goal is to provide you the fastest, easiest and most convenient way  to replace your contacts.   Sincerely,    The  team at 1-800 CONTACTS   If  you have troubles with the above button please cut and paste the following  link into your browser and hit enter:  https://order.1800contacts.com/reo.csp?link=hchehbhjcpknkppginpjflhk&ac=reo2101701   If  you would like to be removed from our reminder list, please reply to  this message with 'UNSUBSCRIBE' in the subject.  		
					
	  Most Popular  | Vial  Lenses  | Toric Lenses  | Color Lenses  | Bifocal  Lenses  | Other Lenses",neutral
<18733515.1075858804254.JavaMail.evans@thyme>,"Breaking News from ABCNEWS.com

The White House says it has detected anthrax at an off-site mail facility.


http://www.abcnews.go.com


 ADVERTISEMENT 

$899 INSTANT OFFICE, JUST ADD DESK, From Compaq

Get the Compaq Evo(tm) D300s Desktop with Microsoft(R) Office XP SBE and an Intel PentiumR 4 processor with a 17"" Compaq Monitor for just $899 (including free shipping). Or lease now and make no payments until February 2002.  Find out more at: http://transfer.go.com/cgi/transfer.pl?goto=http://www.compaq.com/breakingnews/899offer&name=compaq4&srvc=nws



ABCNEWS.com:  Up to the Moment, Up to You (tm)
http://abcnews.go.com

You received this mail because you subscribed via ABCNEWS.com. If you would like to stop receiving these mailings, log into our mailcenter at http://login.mailpref.go.com/unsubscribe .

Please do not respond to this mail. Questions or comments can be submitted at
http://abcnews.go.com/service/help/abccontact.html",neutral
<24312411.1075859897842.JavaMail.evans@thyme>,"Mark, I understand that for certain short term Canadian physical deals 
completed between ENA and Enron Canada through the facilities of EnronOnline, 
ENA and Enron Canada have agreed to transact these deals as physical deals 
but book them as financial deals.  I was asked to prepare an agreement to be 
entered into between ENA and Enron Canada to reflect this agreement.  I 
attach a copy for your review and comment.  Please call me to let me know if 
you have any comments at your earliest convenience, as I understand that 
there is some urgency in getting this agreement in place.

Thanks

Greg Johnston (403-974-6745)",neutral
<11044222.1075841521893.JavaMail.evans@thyme>,"Heather,

  Do you know :
  If there are 3 strips in a deal that cover different time periods, say April 1 for a strip, April 2 for another strip, and April 3 - 31 for a third strip....if we plug in a price on only one of the strips, are the days from the other strips going to get valued properly?  

 In the instances that we have had, all three strips were filled in and Risk valued the deal properly; it was just CARP and UNIFY that were reading three times the MW Month amount, which I guess in the end is a simple problem.

 Holden brought up this point and I wonder the same...do you know?

  Virginia",neutral
<22815894.1075856238591.JavaMail.evans@thyme>,"Happy New Year to all!

Don't forget to get registered early for this year's conference.  It
promises to be the best yet.  The fun stuff is already organized and the
program looks to be the best that ""Trail Boss"" Titman has yet produced.

Notice the ""friendly encouragement"" (translation discount in the
registration fee) for early registration.  The conference info and
registration form can be found at
http://hsb.baylor.edu/html/martinj/Tff2001/index.htm

Happy new year and hope to see you in San Antonio in April!

John
John D. Martin
Carr P. Collins Chair in Finance
Finance Department
Baylor University
PO Box 98004
Waco, TX 76798
254-710-4473 (Office)
254-710-1092 (Fax)
JMartin@Baylor.edu
web:    http://hsb.baylor.edu/html/martinj/home.html",positive
<14819600.1075845577699.JavaMail.evans@thyme>,"Attached is a draft Assignment and Assumption Agreement for use in assigning 
Option, Reservation and like Agreements to WestLB.

Please let me know if you have any comments or questions regarding the 
attached.

Regards,

Rob Taylor
Andrews & Kurth L.L.P.
Chase Tower
600 Travis Street
Suite 4200
Houston, Texas  77002

Tel:  (713) 220-4436
Fax:  (713) 238-7273

robtaylor@andrews-kurth.com

This e-mail (and any attachment(s) hereto) is intended only for use by the 
addressee(s) named herein and may contain legally privileged and/or 
confidential information.  If you are not the intended recipient of this 
e-mail, you are hereby notified that any dissemination, distribution or 
copying of this e-mail (and any attachment(s) hereto) is strictly 
prohibited.  If you have received this e-mail in error, please immediately 
notify me at (713) 220-4436 and permanently delete the original and any copy 
of such e-mail and destroy any printout of such e-mail.

 - Reservat.DOC",neutral
<9957838.1075861468872.JavaMail.evans@thyme>,"On September 10, each of the UDCs filed applications to change distribution
level standby rates.  In Decision 01-07-027, the Commission had directed
the UDCs to file such applications to propose distributed generation standby
rates in conformity with certain requirements set forth in that decision.
These standby rates are to viewed as interim, subject to change in
individual utility proceedings.

I have not reviewed the applications thoroughly.  Please let me know if you
would like me to do such or whether you wold like a copy of the applications
( I do have two of the three UDCs electronically).

Jeanne Bennett",neutral
<6072475.1075856284151.JavaMail.evans@thyme>,"Hi Vince,

Having discussed with Sharad, we think it would make sense for Sharad to go 
to Houston for a few weeks starting at the end of October.  This would 
overlap with Ben's visit in November and so some alternative arrangement 
would have to be made for accommodation.  If he goes after Ben then there 
will not be much time before the holidays meaning it would be left until 
early next year.  Please let us know if these dates work for you, and if so 
then we can talk about accommodation arrangements thereafter.

OUT: Sat 21st October
RETURN: Saturday 16th December

Regards,

Anjam
x35383",neutral
<12472760.1075863678659.JavaMail.evans@thyme>,"According to our system records, you have not yet logged into the Enron 
Performance Management system (PEP).   As a result your temporary password 
for the PEP system has expired.  Your  User Id and new password are provided 
below.

During the feedback phase you will need to access PEP at 
http://pep.corp.enron.com to suggest reviewers who can provide feedback on 
your performance.  You may also be requested to provide feedback on fellow 
employees, but the system will only be open for feedback until November 17th!

HelpDesk representatives will be available to answer questions throughout the 
process.  You may contact the HelpDesk at:

Houston:  1-713-853-4777, Option 4
London:  44-207-783-4040, Option 4
E-mail:  perfmgmt@enron.com

Your  User Id and new PEP password are:

User ID: 90010076

Password: VCIWWYTQ",neutral
<24203820.1075862595896.JavaMail.evans@thyme>,"Chuck,

I have been on vacation since the middle of last week.  I have now received your multiple emails and vmails.  As you are well aware Enron is dealing with a multitude of challenges at the current time.  I appreciate your and Miles' patience regarding the possibility of Enron creating and trading a TradersNews Cinergy product on EOL.  We are currently still evaluating the TradersNews historical data and market conditions pertaining to the viability of such a product.  I will contact you as soon as I am able to move forward with this project on this side.  The best way to reach me is currently via e-mail.

Thanks,

Don Baughman
Commercial Manager
Enron Power Marketing, Inc.
713-853-0392",neutral
<23178933.1075843564214.JavaMail.evans@thyme>,"Dear Haas Community,

Sunday, June 10th, 2001, between 8:00 AM and noon, two servers will be
shut down for maintenance and upgrades. The NT web servers HCS-STUDENTS and
HCS-FACULTY will be shut down for installation of an operating system
update.   Also, the Development   server HAAS-DEVELOPMENT will be shutdown
temporarily for upgrade of its operating system.
While these servers are down student and faculty personal web sites, and
the development  data base will not be available.

Email service should not be affected.

As always,  should you experience any problems with computing services
following the maintenance, please contact the information desk in the
Computer Center, or helpdesk at http://helpdesk.haas.berkeley.edu, phone
510/642-0434.  Please note that Helpdesk is not manned on
weekends.  Requests for help logged during the weekend will be responded to
Monday morning.

Your patience is greatly appreciated.

Thank you.


Haas Computing Services",neutral
<20956719.1075843029359.JavaMail.evans@thyme>,"Attached for your information is a draft Petition for Modification of the  
Direct Access Tariff decision to modify Rule 22.? The proposed changes  
attempt to provide more detail in the direct access tariff regarding what 
should  occur if an Energy Service Provider loses its Scheduling Coordinator.
?
Jennifer Tsao, the Edison attorney who has drafted this on behalf of all  
three utilities, has said that the Rule 22 working group has already agreed 
on  the proposed revised language to Rule 22.? She has asked that any 
comments  on the draft Petition be provided to her by Wednesday, November 
22.? She  can be reached at Jennifer.Tsao@sce.com
 - R22SchedCoord.doc",neutral
<22280997.1075862289012.JavaMail.evans@thyme>,"Given recent events surrounding Enron, it has been decided that we will have a Bank Conference in order to answer questions concerning our institution.  You, along with our banks, have been invited to attend this event. Please  RSVP with Mary Border by filling out the attached registration form.  This is an invitation only event so please do not forward this email.  We look forward to your attendance.  

When:		Friday, November 9

Where: 	            Hyatt Regency Downtown Ballroom 

Time:		8:00 AM-1:00 PM (lunch will be provided)

Attire:		Corporate Casual

RSVP:		Return to Mary Border via email or fax to 713 646 3422


  


Jimmy Simien
Enron Global Finance
713-345-7752",positive
<26206978.1075851886170.JavaMail.evans@thyme>,"The Title V air permit applications for C/S's 3 and 4 were submitted to 
Region IX EPA in San Francisco.  These were the last two applications to be 
filed for the Redrock Mainline Exspansion project in Arizona.

Assistance was given to all field teams in Arizona in the preparation and 
submittal of the required annual complaince certifications required under 
each facilities Title V Operating Permit.

2000 emissions inventories were submitted to the TNRCC for the eleven C/S in 
the Midland Region.

A revised APEN was submitted to the state of Colorado for the forthcoming 
power turbine unit replacement to be conducted at the LaPlata C/S.",neutral
<21990821.1075857940309.JavaMail.evans@thyme>,"MAY,  LARRY ,
?
You have been selected to participate in Enron's Mid Year 2001 Performance 
Management process by providing performance feedback on the employee(s) 
listed below.  Your feedback plays an important role in our process, and your 
participation is critical to the success of Enron's Performance Management 
goals. 
?
You will soon receive, via email, a UserID and Password to login to Enron's 
Performance Management System (PEP).  Once you receive this information, you 
may access PEP at http://pep.enron.com , login and select Complete Feedback 
from the Main Menu. 
?
If you have any questions, please contact the Enron PEP Help Desk at:
Houston:  1.713.853.4777, Option 4 or email: perfmgmt@enron.com
London:  44.207.783.4040, Option 4 or email: pep.enquiries@enron.com 
?
Thank you for your participation in this important process. 
?
Employee Name:
COUCH, CHARLES
HUAN, XIAOJUN
RIORDAN, SEAN",neutral
<31734.1075863295984.JavaMail.evans@thyme>,"Ken:

Confirming our telephone discussion, Atlantic Richfield Co will be doing some maintenance on Monday Sep 10.  The pre-schedule for Monday will be 10 On Peak and 26 off peak.  

On Monday morning, you will be bringing the unit down so you will buy from us as follows:

Buy From EPMI Real Time:  Real Time decs the gen schedule
HE 5 - 11 MW
HE 6 - 16 MW
HE 7 - 16 MW

Later that day you will be bringing the unit back up, generating more than your pre-schedule so you will sell to EPMI as follows:

Sell to EPMI Real TIme:  Real Time incs the gen schedule
HE 19 - 16 MW
HE 20 - 16 MW
HE 21 - 16 MW
HE 22 - 16 MW

Chris Foster
chris.h.foster@enron.com
(W) 503/464-3822
(Cell) 503/702-8568",neutral
<30843510.1075841299492.JavaMail.evans@thyme>,"Start Date: 1/22/02; HourAhead hour: 3;  HourAhead schedule download failed. Manual intervention required.

    LOG MESSAGES:

PARSING FILE  O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2002012203.txt
Error: dbCaps97Data: Cannot perform this operation on a closed database
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
Error: dbCaps97Data: Cannot perform this operation on a closed database
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
Error: dbCaps97Data: Cannot perform this operation on a closed database
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
Error: dbCaps97Data: Cannot perform this operation on a closed database
Error: dbCaps97Data: Cannot perform this operation on a closed database
Error: dbCaps97Data: Cannot perform this operation on a closed database
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
!!!Unknown database.
Alias: dbCaps97Data
Error: dbCaps97Data: Cannot perform this operation on a closed database",neutral
<27347038.1075842439828.JavaMail.evans@thyme>,"I am very pleased to announce that L.D. Stephens has accepted the position of 
Account Director in the Business and Power Development group of the Northern 
Natural Gas Marketing Division.   L.D. has been with Enron for 18 years and 
has held many positions from Field Technician to Field O&M Supervisor to 
Regional Team Advisor.  Most recently L.D. was a Sr. Facility Planner and had 
primary accountability to provide planning support to the commercial 
activities of the Business and Power Development team.   L.D. has a B.S. in 
Industrial Technology from Southwest Oklahoma State.  He will be located in 
Omaha and will manage a number of projects primarily in the area of on system 
power development and ethanol market development.  

Please join me in welcoming L.D. to our group.

Thank You. 
John Dushinske",positive
<24261174.1075852149221.JavaMail.evans@thyme>,"Good Morning,

Last Tuesday I attended the OATI training on E-Tag 1.7 in Houston.  Although this new tagging won't be implemented until March, we will have access to the Test site sometime in November or December.

This new way of tagging is very different from what we have now, and each group that makes tags is going to have to allow time for practice.  Also, because the format of the new tags is so different, the old templates will not work.  New templates will need to be created.

Please let me know if you want to have formal training sessions, and I will work up a series of them for January and February.


Thanks,

Cara",neutral
<6152233.1075856092258.JavaMail.evans@thyme>,"I am taking Good Friday as my discretionary holiday for the year.  I will be 
in Austin with my daughter for her official tour and info session at UT, plus 
a look at dorms.  Patti will have numbers where I can be reached in Austin.  

We are making final changes to the orig presentation today - I will be 
reviewing those tomorrow in Austin.  I am e:mailing you a current draft 
version, although it does not yet reflect all of the changes needed.  I am 
still trying to eliminate some pages to make it more a more manageable size.  
I have taken the work that Rahil and Fred have done on the services and have 
made that into an appendix - nice work, but way too much detail for a 
presentation.",neutral
<9407597.1075863304193.JavaMail.evans@thyme>,"** URGENT NOTIFICATION:  SI Servers  UNAVAILABLE, Tuesday,
August 7th, 2001 (08:15 to 08:50pst) as we will be Falling-Forward to our
Primary server in Folsom.

		Please submit all Hour Ahead schedules for August 7th  HE ,
1200 and 1300 and Supplemental Energy schedules for, 1100  and 1200  prior
to 0800.

		Once the SI system is available, Please point your
web-browsers to our Primary server in Folsom by utilizing the following URL:
https://isosi/iso .    Also, please be advised that you should clear the
Netscape cache, close all open Netscape windows, and re-start Netscape,
before attempting to log onto the primary site.  


		Please contact Benik DerGevorgian (916) 351-2277
bdgevorgian@caiso.com or Michael Glatz (916) 608-5727 mglatz@caiso.com if
you have any questions or concerns.

		Thank you,
ISO Market Operations",neutral
<19972246.1075859940610.JavaMail.evans@thyme>,"Leonardo  I have spoken to Ed Baughman about your communication below.  He 
has indicated that we will shelve the summer 2000 product offering but that 
it is still desirable to offer the second product, minus its Summer 2000 
portion.  That is, the power desk would like to get up and running as soon as 
possible the same website and auction rules, offering Summer 2001-2002 
Capacity and Energy as the sole initial product.   Please either take a run 
at revising the website text to remove product one and the reference to 
Aug-Sept 2000 in product two, or send me the most recent revision so that I 
can make these deletions.  Additionally, feel free to call me with any 
questions.  David. 

  



	Leonardo Pacheco@ENRON",neutral
<16989816.1075852480562.JavaMail.evans@thyme>,"State Treasurer Barbara Hafer reveals that about $300,000 was fraudulently removed from the state's treasury, in what she is terming 'economic terrorism,' on Pennsylvania Newsmakers. 10 ? minutes
 
The interview can be heard by clicking on one of the links below.
 
http://www.jerrybowyer.com/audio.php?id0 for RealPlayer
http://www.jerrybowyer.com/audio.php?id1 for Windows Media Player
 
Feel free to share this information with anyone on your list, or anyone who may be interested.
 
To listen to other Jerry Bowyer interviews from The Jerry Bowyer Program, Pennsylvania Newsmakers or Focus on the Issues visit www.jerrybowyer.com/audio.php. 
 
Thanks for listening.
 
 
 
Jerry Bowyer
Pennsylvania Newsmakersseen across the state on these television stations: www.jerrybowyer.com/coveragemap.php     
The Jerry Bowyer Programon WPTT radio in Pittsburgh, 1360am: www.1360wptt.com/bowyer 
Focus on the Issueson Cornerstone Television
Audio clips from these programs can be heard at www.jerrybowyer.com/audio.php  
412.771.2282 phone
412.771.2363 faxjerrybowyer@home.com",neutral
<22988297.1075845725103.JavaMail.evans@thyme>,"Does the first option need to expire or can we terminate prior to expiration 
and concurrent with execution of a new option agreement?  I got a call from 
the owner of Certosa Holdings pleading for help on reimbursement of those 
legal fees.   If we are going to pay a flat fee and renegotiate this 
agreement, I think we need to do so quickly.   Regardless, I need to tell 
them something soon.  They are getting desparate.  I've a call in to Taffy 
Milligan. AEW's assistant to locate the Shutts & Bowen invoice.  

I understand we have engaged Shutts & Bowen in Tallahassee to review some 
property tax issue.  Cound this be an avenue to avoid this on balance sheet 
hard cost thang?",negative
<446196.1075840003254.JavaMail.evans@thyme>,"Good morning,

Yesterday for HE 10 and HE 11 we were cut Real Time by El Paso Electric on an import (EPMICISOBLUE).  The import was cut by 30 mws and 42 mws respectively.  A purchase from the imbalance has been made.  Also for HE 12,  we bought back most of Harbor Cogeneration's schedule.  Harbor was going to run for 20 mws but could not.  We told Harbor that we would take the charge for them.  Therefore, the -20 mws of generation deviation for Harbor needs to be allocated to ECTRT as Load Deviation.  We put in a purchase of 20 mws from the imbalance in Enpower. 

Finally there is a variance for HE 17 and HE 18 possibly because of load shift from NP to SP.  We are flat in CAPS position manager.  And flat in Enpower.

Thanks,
Bill",neutral
<11792830.1075859955495.JavaMail.evans@thyme>,"Good catch.  NY law should apply throughout the Americas and in Japan.  We 
used UK law in Europe and Singapore on the theory the counterparties there 
would be more comfortable with Uk law.  I'm not sure which the Australians 
would prefer.  What do you think of the following:

16.  If you are accessing this website from North America, South America or 
Japan, the terms of this legal and Privacy statement shall be governed by the 
laws of the State of New York; if you are accessing this website from any 
other location, its terms shall be governed by English law.



	Leonardo Pacheco@ENRON",neutral
<21444647.1075845028019.JavaMail.evans@thyme>,"Mark,
I would appreciate your help in nudging an Online FERC filing.  Our traders
feel somewhat hamstrung that they can't use Enron Online because of affiliate
restrictions in our tariffs.  The concern is particularly heightened as we
plan for the uncertaintly in the markets this summer.  A couple of months back
we got management agreement within Enron to make this happen.  A month ago PGE
and EPMI companion filings had been drafted and filing appeared imminent. 
Since then, however, we have been going back and forth on redrafts to address
a series of issues that the Online folks have been raising.  I'm looking for a
way to break this loose, if possible.  dn",neutral
<13333344.1075858383029.JavaMail.evans@thyme>,"Kathy,

As you know we are trying to eliminate all the plugs on the Gas Benchmark.  
Therefore we would like to begin pulling your positions from the GRMS 
system.  I have attached a file that shows the position that I got when I 
queried GRMS for the June 14 position.  I have also included the detail and a 
copy of what you reported.  

As you will see these positions are significantly different.  Please look at 
the detail and let me know if you see the reason for the descrepancy (ie 
books that we have omitted).  Let me know if you need more information.

Thanks,
Robin
713-345-7478",neutral
